Country,Year,POP,Incomegroup,Gini,Source,Quality,Welfaredefn,IncSharU,UofAnala,Equivsc,Welfaredefn_new,Equivsc_new,IncSharU_new,UofAnala_new
Tanzania,1968,12.79778989,Low income,50.9,Lecaillon et al. 1984,Not known,Primary Income,Household,Household,No Adjustment,Other,Without Adjustment,Household,Household
Tanzania,1969,13.1933131,Low income,42,van Ginneken and Park 1984,Average,"Income,Disposable",Household,Household,No Adjustment,"Income,Disposable",Without Adjustment,Household,Household
Tanzania,1969,13.1933131,Low income,59.7,Jain 1975,Low,"Income, ..",Household,Household,No Adjustment,Other,Without Adjustment,Household,Household
Tanzania,1977,17.016577,Low income,52,ILO 1984,Low,"Income, ..",Household,Household,No Adjustment,Other,Without Adjustment,Household,Household
Tanzania,1991,25.630511,Low income,59,World Bank Poverty Monitoring Database 2002,Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Tanzania,1992,26.508502,Low income,34,National Bureau of Statistics Tanzania 2002,Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Tanzania,1993,27.408305,Low income,39.5,"Deininger & Squire, World Bank 2004",Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Tanzania,1993,27.408305,Low income,38.1,World Bank Poverty Monitoring Database 2002,Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Tanzania,2000,33.122161,Low income,34.6,WDI,Average,Income/Consumption,,,,Other,,,
Tanzania,2001,33.973073,Low income,35,National Bureau of Statistics Tanzania 2002,Average,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Tanzania,2007,39.928762,Low income,35,Tanzania HBS Report 2007,High,Consumption,Household,Person,Per Capita,Expenditure,Household Per Capita,Household,Person
Togo,1957,,Low income,33.8,Lecaillon et al. 1984,Not known,Primary Income,Household,Person,No Adjustment,Other,Without Adjustment,Household,Person
Togo,2006,5.529908,Low income,34.4,WDI,Average,Income/Consumption,,,,Other,,,
Tunisia,1961,4.239493329,Upper middle income,50.9,Jain 1975,Not known,"Income, ..",Household,Person,Household per capita,Other,Household Per Capita,Household,Person
Tunisia,1965,4.591155508,Upper middle income,42.3,van Ginneken 1976,Low,Consumption,,Person,,Expenditure,,,Person
Tunisia,1965,4.591155508,Upper middle income,51.6,Cromwell 1977,Not known,"Income, ..",,Person,,Other,,,Person
Tunisia,1965,4.591155508,Upper middle income,53,Paukert 1973,Not known,"Income, Gross",,Person,,"Income,Gross",,,Person
Tunisia,1970,5.127001,Upper middle income,48.5,Lecaillon et al. 1984,Not known,Primary Income,,Person,,Other,,,Person
Tunisia,1970,5.127001,Upper middle income,50.2,Jain 1975,Not known,"Income, ..",,Person,,Other,,,Person
Tunisia,1975,5.667516,Upper middle income,44,TINS 1993,Low,Consumption,,Person,,Expenditure,,,Person
Tunisia,1975,5.667516,Upper middle income,40.4,Fields 1989,Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Tunisia,1980,6.457092,Upper middle income,43,TINS 1993,Low,Consumption,,Person,,Expenditure,,,Person
Tunisia,1985,7.330267,Upper middle income,43,TINS 1993,Low,Consumption,,Person,,Expenditure,,,Person
Tunisia,1985,7.330267,Upper middle income,43.4,World Bank Poverty Monitoring Database 2002,Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Tunisia,1990,8.215111,Upper middle income,41,TINS 1993,Low,Consumption,,Person,,Expenditure,,,Person
Tunisia,1990,8.215111,Upper middle income,40.2,World Bank Poverty Monitoring Database 2002,Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Tunisia,1995,8.935523,Upper middle income,41.7,WDI,Average,Income/Consumption,,,,Other,,,
Tunisia,2000,9.456117,Upper middle income,39.8,"World Bank, World Development Indicators 2004",Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Tunisia,2000,9.456117,Upper middle income,40.8,WDI,Average,Income/Consumption,,,,Other,,,
Tunisia,2005,9.912114,Upper middle income,41.4,WDI,Average,Income/Consumption,,,,Other,,,
Uganda,1970,9.445932,Low income,40.1,Jain 1975,Not known,"Income, ..",,Person,,Other,,,Person
Uganda,1992,18.935726,Low income,44.5,"Deininger & Squire, World Bank 2004",Average,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Uganda,1992,18.935726,Low income,39.2,World Bank Poverty Monitoring Database 2002,Average,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Uganda,1992,18.935726,Low income,48.4,"Deininger & Squire, World Bank 2004",Average,"Income, Gross",Household,Person,Household per capita,"Income,Gross",Household Per Capita,Household,Person
Uganda,1992,18.935726,Low income,40.9,WB Uganda 1995,Average,Consumption,Household,Person,"Household eq, adult eq",Expenditure,Household Adult Equiv,Household,Person
Uganda,1996,21.473592,Low income,37.1,WDI,Average,Income/Consumption,,,,Other,,,
Uganda,1999,23.482533,Low income,43.1,WDI,Average,Income/Consumption,,,,Other,,,
Uganda,2000,24.21312,Low income,53.6,"Deininger & Squire, World Bank 2004",Average,"Income, Gross",Household,Person,Household per capita,"Income,Gross",Household Per Capita,Household,Person
Uganda,2000,24.21312,Low income,44.9,"Deininger & Squire, World Bank 2004",Average,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Uganda,2002,25.794397,Low income,42.8,Uganda Statistical Abstract,High,Consumption,Household,Person,"Household eq, adult eq",Expenditure,Household Adult Equiv,Household,Person
Uganda,2002,25.794397,Low income,45.7,"World Bank, World Development Indicators 2007",Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Uganda,2005,28.431204,Low income,40.8,Uganda Statistical Abstract,High,Consumption,Household,Person,"Household eq, adult eq",Expenditure,Household Adult Equiv,Household,Person
Uganda,2009,32.367909,Low income,42.6,Uganda Statistical Abstract,High,Consumption,Household,Person,"Household eq, adult eq",Expenditure,Household Adult Equiv,Household,Person
Zambia,1959,3.088835435,Lower middle income,43.2,Cromwell 1977,Not known,"Income, ..",Household,Household,No Adjustment,Other,Without Adjustment,Household,Household
Zambia,1959,3.088835435,Lower middle income,48,Paukert 1973,Not known,"Income, Gross",Household,Household,No Adjustment,"Income,Gross",Without Adjustment,Household,Household
Zambia,1959,3.088835435,Lower middle income,52.3,Jain 1975,Not known,"Income, ..",Household,Household,No Adjustment,Other,Without Adjustment,Household,Household
Zambia,1970,4.138837,Lower middle income,61.8,Lecaillon et al. 1984,Not known,Primary Income,Household,Person,Household per capita,Other,Household Per Capita,Household,Person
Zambia,1972,4.426079,Lower middle income,57,Milanovic 1994,Low,"Income, Gross",Household,Household,No Adjustment,"Income,Gross",Without Adjustment,Household,Household
Zambia,1975,4.900255,Lower middle income,59,ILO 1984,Low,"Income, ..",,Person,,Other,,,Person
Zambia,1976,5.066012,Lower middle income,56,van Ginneken and Park 1984,Low,"Income, Gross",Household,Household,No Adjustment,"Income,Gross",Without Adjustment,Household,Household
Zambia,1976,5.066012,Lower middle income,51,van Ginneken and Park 1984,Low,"Income,Disposable",Household,Household,No Adjustment,"Income,Disposable",Without Adjustment,Household,Household
Zambia,1991,8.067972,Lower middle income,77.3,"Deininger & Squire, World Bank 2004",Low,"Income, Gross",Household,Person,Household per capita,"Income,Gross",Household Per Capita,Household,Person
Zambia,1991,8.067972,Lower middle income,60.5,"Deininger & Squire, World Bank 2004",Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Zambia,1991,8.067972,Lower middle income,48.3,World Bank Poverty Monitoring Database 2002,Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Zambia,1993,8.478471,Lower middle income,51.2,"Deininger & Squire, World Bank 2004",Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Zambia,1993,8.478471,Lower middle income,66,"Deininger & Squire, World Bank 2004",Low,"Income, Gross",Household,Person,Household per capita,"Income,Gross",Household Per Capita,Household,Person
Zambia,1993,8.478471,Lower middle income,46.2,World Bank Poverty Monitoring Database 2002,Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Zambia,1996,9.161931,Lower middle income,61.4,"Deininger & Squire, World Bank 2004",Low,"Income, Gross",Household,Person,Household per capita,"Income,Gross",Household Per Capita,Household,Person
Zambia,1996,9.161931,Lower middle income,51.9,"Deininger & Squire, World Bank 2004",Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Zambia,1996,9.161931,Lower middle income,52.4,"World Bank, Africa Department",Low,Consumption,,Person,,Expenditure,,,Person
Zambia,1996,9.161931,Lower middle income,49.8,World Bank Poverty Monitoring Database 2002,Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Zambia,1998,9.682058,Lower middle income,54.6,"Deininger & Squire, World Bank 2004",Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Zambia,1998,9.682058,Lower middle income,64.7,"Deininger & Squire, World Bank 2004",Low,"Income, Gross",Household,Person,Household per capita,"Income,Gross",Household Per Capita,Household,Person
Zambia,2003,10.938261,Lower middle income,42.1,WDI,Average,Income/Consumption,,,,Other,,,
Zambia,2003,10.938261,Lower middle income,42.1,"World Bank, World Development Indicators 2007",Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Zambia,2004,11.192422,Lower middle income,50.8,"World Bank, World Development Indicators 2007",Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Zambia,2004,11.192422,Lower middle income,57,Zambia Living Condiitons Monitoring Survey,High,"Income, ..",Household,Household,No Adjustment,Other,Without Adjustment,Household,Household
Zimbabwe,1945,,Low income,46,Cromwell 1977,Not known,"Income, ..",,Person,,Other,,,Person
Zimbabwe,1968,4.882670754,Low income,66.3,Jain 1975,Not known,"Income, ..",,Person,,Other,,,Person
Zimbabwe,1969,5.053537234,Low income,62.9,Lecaillon et al. 1984,Not known,Primary Income,Household,Household,No Adjustment,Other,Without Adjustment,Household,Household
Zimbabwe,1969,5.053537234,Low income,62.3,Lecaillon et al. 1984,Not known,Primary Income,,Person,,Other,,,Person
Zimbabwe,1990,10.469202,Low income,56.8,World Bank Poverty Monitoring Database 2002,Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Zimbabwe,1995,11.684693,Low income,74.6,"Deininger & Squire, World Bank 2004",Low,"Income, Gross",Household,Person,Household per capita,"Income,Gross",Household Per Capita,Household,Person
Zimbabwe,1995,11.684693,Low income,70.3,"Deininger & Squire, World Bank 2004",Low,Consumption,Household,Person,Household per capita,Expenditure,Household Per Capita,Household,Person
Zimbabwe,2011,12.754378,Low income,42.3,Zimbabwe PICES 2011,High,Consumption,Household,Person,Per Capita,Expenditure,Household Per Capita,Household,Person
