DyadID,Org,SideA,SideAID,SideAComponents,SideB,SideBID,SideBComponents,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,Year,BestFatalityEstimate,LowFatalityEstimate,HighFatalityEstimate,Location,GWNOLocation,Region,Version
2-210,3,Bodo,1675,,Santhal,1676,,1996-05-16,2,1998-06-01,1,1,1998-11-18,1,1998,94,94,119,India,750,3,2.5-2015
2-212,1,HuM,1677,,JKLF,1678,,1991-05-05,1,1993-12-31,5,1,1993-12-31,5,1993,75,75,75,India,750,3,2.5-2015
2-213,3,Kuki,1231,,Naga,1679,,1993-09-15,2,1993-09-15,2,0,,0,1993,211,211,383,India,750,3,2.5-2015
2-213,3,Kuki,1231,,Naga,1679,,1993-09-15,2,1993-09-15,2,0,,0,1994,41,41,41,India,750,3,2.5-2015
2-213,3,Kuki,1231,,Naga,1679,,1993-09-15,2,1993-09-15,2,1,1995-12-31,5,1995,74,74,74,India,750,3,2.5-2015
2-213,3,Kuki,1231,,Naga,1679,,1993-09-15,2,1997-07-07,1,0,,0,1997,70,70,72,India,750,3,2.5-2015
2-213,3,Kuki,1231,,Naga,1679,,1993-09-15,2,1997-07-07,1,1,1998-10-16,1,1998,39,39,39,India,750,3,2.5-2015
2-214,3,Dayak,1680,,Madurese,1681,,1/2/1997,2,1/7/1997,2,1,2/19/1997,1,1997,361,361,374,Indonesia,850,3,2.5-2015
2-214,3,Dayak,1680,,Madurese,1681,,1/2/1997,2,2/21/2001,1,1,2001-04-03,1,2001,496,496,663,Indonesia,850,3,2.5-2015
2-215,3,Dereiat,1682,,al-Shaman,1683,,1992-10-15,1,1992-10-15,1,1,10/20/1992,2,1992,266,266,266,Iraq,645,2,2.5-2015
2-216,1,IMK,1684,,PUK,1103,,1992-08-02,2,1992-08-02,2,0,,0,1992,29,29,29,Iraq,645,2,2.5-2015
2-216,1,IMK,1684,,PUK,1103,,1992-08-02,2,1992-08-02,2,0,,0,1993,122,122,164,Iraq,645,2,2.5-2015
2-216,1,IMK,1684,,PUK,1103,,1992-08-02,2,1992-08-02,2,1,8/7/1994,2,1994,62,62,62,Iraq,645,2,2.5-2015
2-217,1,KDP,1102,,PUK,1103,,1992-04-23,1,1994-06-04,5,0,,0,1994,646,646,944,Iraq,645,2,2.5-2015
2-217,1,KDP,1102,,PUK,1103,,1992-04-23,1,1994-06-04,5,0,,0,1995,330,330,330,Iraq,645,2,2.5-2015
2-217,1,KDP,1102,,PUK,1103,,1992-04-23,1,1994-06-04,5,0,,0,1996,130,130,265,Iraq,645,2,2.5-2015
2-217,1,KDP,1102,,PUK,1103,,1992-04-23,1,1994-06-04,5,1,1997-11-09,2,1997,99,99,103,Iraq,645,2,2.5-2015
2-218,1,KDP,1102,,PKK,1166,,1995-08-31,1,1995-09-02,3,1,12/6/1995,1,1995,338,338,694,Iraq,645,2,2.5-2015
2-218,1,KDP,1102,,PKK,1166,,1995-08-31,1,1997-05-16,1,1,12/1/1997,1,1997,229,229,269,"Iraq, Turkey","645, 640",2,2.5-2015
2-218,1,KDP,1102,,PKK,1166,,1995-08-31,1,2000-07-11,1,1,2000-07-11,1,2000,40,40,40,Iraq,645,2,2.5-2015
2-219,2,Supporters of JLP,1685,,Supporters of PNP,1686,,1989-01-24,3,2001-07-01,5,1,2001-12-29,5,2001,116,116,126,Jamaica,51,5,2.5-2015
2-22,1,Arrow Boys,1439,,LRA,1336,,2003-09-28,2,2003-10-09,1,1,2003-12-16,1,2003,71,71,71,Uganda,500,4,2.5-2015
2-220,3,Ajuran,1793,,Garre,1963,,2000-03-16,1,2000-07-20,2,1,2000-11-30,1,2000,78,78,90,"Kenya, Ethiopia","501, 530",4,2.5-2015
2-221,3,Borana,1445,,Samburu,1794,,1996-06-19,1,2001-02-08,1,1,2001-02-08,1,2001,30,30,30,Kenya,501,4,2.5-2015
2-224,3,Kalenjin,1903,,Luhya,1797,,1992-04-09,2,1992-04-12,1,0,,0,1992,69,69,69,Kenya,501,4,2.5-2015
2-224,3,Kalenjin,1903,,Luhya,1797,,1992-04-09,2,1992-04-12,1,1,1993-10-25,1,1993,27,27,27,Kenya,501,4,2.5-2015
2-225,3,Kalenjin,1903,,"Luo, Kisii",550104,"1768, 1796",1992-03-15,3,1992-03-16,1,1,1992-04-09,2,1992,40,40,40,Kenya,501,4,2.5-2015
2-226,3,Kisii,1796,,Maasai,1909,,1997-10-31,1,1997-11-30,3,1,1997-12-28,1,1997,57,57,62,Kenya,501,4,2.5-2015
2-227,3,Kikuyu,1795,,Maasai,1909,,1992-06-10,1,1993-10-15,1,1,1993-10-27,1,1993,60,52,60,Kenya,501,4,2.5-2015
2-228,3,Marakwet,1798,,Pokot,1529,,1999-03-31,5,2001-03-12,1,1,2001-03-12,1,2001,65,65,79,Kenya,501,4,2.5-2015
2-23,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,1997,46,46,72,Colombia,100,5,2.5-2015
2-23,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,1998,130,130,335,Colombia,100,5,2.5-2015
2-23,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,1999,143,143,218,Colombia,100,5,2.5-2015
2-23,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,2000,247,247,295,Colombia,100,5,2.5-2015
2-23,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,2001,447,447,640,Colombia,100,5,2.5-2015
2-23,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,2002,569,554,851,Colombia,100,5,2.5-2015
2-23,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,2003,99,99,99,Colombia,100,5,2.5-2015
2-23,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,0,,0,2004,248,248,259,Colombia,100,5,2.5-2015
2-23,1,AUC,1632,,FARC,1604,,1997-05-12,1,1997-10-30,2,1,10/28/2005,1,2005,190,190,199,Colombia,100,5,2.5-2015
2-230,3,Nandi,1799,,Pokot,1529,,1998-08-12,2,1998-09-01,3,1,1998-09-01,3,1998,35,35,35,Kenya,501,4,2.5-2015
2-232,3,"Orma, Wardei",550103,"1800, 1801",Pokomo,1802,,2001-03-07,2,2001-12-06,1,1,2001-12-08,1,2001,66,66,78,Kenya,501,4,2.5-2015
2-233,3,"Pokot, Samburu",550102,"1529, 1794",Turkana,1554,,1996-12-03,1,1996-12-03,1,1,1996-12-03,1,1996,51,51,51,Kenya,501,4,2.5-2015
2-234,1,Amal,1081,,Hezbollah,1209,,1989-01-01,1,1989-01-08,1,0,,0,1989,213,213,245,Lebanon,660,2,2.5-2015
2-234,1,Amal,1081,,Hezbollah,1209,,1989-01-01,1,1989-01-08,1,1,8/31/1990,1,1990,271,244,286,Lebanon,660,2,2.5-2015
2-235,1,Fatah,1049,,Fatah Revolutionary Council,1687,,1990-05-31,2,1990-09-07,1,1,9/9/1990,1,1990,78,78,83,Lebanon,660,2,2.5-2015
2-236,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1992-10-04,1,0,,0,1992,30,30,36,Lebanon,660,2,2.5-2015
2-236,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1992-10-04,1,0,,0,1993,26,19,28,Lebanon,660,2,2.5-2015
2-236,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1992-10-04,1,0,,0,1994,48,48,49,Lebanon,660,2,2.5-2015
2-236,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1992-10-04,1,1,12/24/1995,1,1995,36,36,43,Lebanon,660,2,2.5-2015
2-236,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1998-12-31,5,0,,0,1998,31,31,33,Lebanon,660,2,2.5-2015
2-236,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1998-12-31,5,0,,0,1999,30,28,30,Lebanon,660,2,2.5-2015
2-236,1,Hezbollah,1209,,SLA,1688,,1989-10-24,1,1998-12-31,5,1,5/12/2000,1,2000,27,26,27,Lebanon,660,2,2.5-2015
2-237,1,Forces of Michel Aoun,1084,,Lebanese Forces,1085,,1989-02-15,1,1989-02-15,1,0,,0,1989,66,56,75,Lebanon,660,2,2.5-2015
2-237,1,Forces of Michel Aoun,1084,,Lebanese Forces,1085,,1989-02-15,1,1989-02-15,1,1,6/19/1990,1,1990,786,714,1034,Lebanon,660,2,2.5-2015
2-238,1,INPFL,1359,,NPFL,1358,,1990-01-31,3,1990-01-31,3,1,1990-10-14,1,1990,45,45,102,Liberia,450,4,2.5-2015
2-239,1,LPC,1496,,NPFL,1358,,1993-10-11,1,1994-09-11,1,0,,0,1994,192,191,192,Liberia,450,4,2.5-2015
2-239,1,LPC,1496,,NPFL,1358,,1993-10-11,1,1994-09-11,1,1,1995-08-09,1,1995,50,50,218,"Liberia, Ivory Coast","450, 437",4,2.5-2015
2-240,1,NPFL,1358,,ULIMO,1558,,1991-09-04,1,1991-10-23,2,0,,0,1991,313,313,313,"Sierra Leone, Liberia","451, 450",4,2.5-2015
2-240,1,NPFL,1358,,ULIMO,1558,,1991-09-04,1,1991-10-23,2,1,1992-12-08,1,1992,55,55,1555,Liberia,450,4,2.5-2015
2-241,1,"NPFL, ULIMO-K",545001,"1358, 1557","AFL, LPC, ULIMO-J",545002,"1428, 1496, 1556",1996-04-09,2,1996-04-16,1,1,1996-05-24,2,1996,2000,347,3000,Liberia,450,4,2.5-2015
2-242,1,ULIMO - J,1556,,ULIMO - K,1557,,1992-05-31,2,1994-03-10,3,1,1994-06-24,1,1994,303,303,423,"Liberia, Sierra Leone","450, 451",4,2.5-2015
2-243,1,"ARLA, FIAA, FPLA",543201,"1804, 1374, 1803",MPA,1373,,1994-06-12,2,1994-06-12,2,1,1994-06-12,2,1994,30,30,30,Mali,432,4,2.5-2015
2-244,3,Fulani,1461,,Touareg,1806,,1997-03-31,3,1997-07-05,1,1,1997-07-05,1,1997,34,34,34,"Mali, Niger","432, 436",4,2.5-2015
2-244,3,Fulani,1461,,Touareg,1806,,1997-03-31,3,2014-02-06,1,0,,0,2014,30,30,30,Mali,432,4,2.5-2015
2-245,3,Garcia clan,1689,,Pena Rojas clan,1690,,1993-02-06,1,1993-02-09,1,1,1993-02-09,1,1993,27,27,27,Mexico,70,5,2.5-2015
2-246,1,Naparama,1807,,Renamo,1347,,1991-05-20,1,1991-06-29,1,1,1991-12-05,1,1991,63,63,94,Mozambique,541,4,2.5-2015
2-247,1,MDA,1691,,MDA - LM,1692,,11/24/2000,1,2000-12-10,3,1,2000-12-10,3,2000,70,70,250,Myanmar (Burma),775,3,2.5-2015
2-248,1,MTA,1097,,UWSA,1207,,1990-02-14,3,1990-02-14,3,0,,0,1990,234,102,266,Myanmar (Burma),775,3,2.5-2015
2-248,1,MTA,1097,,UWSA,1207,,1990-02-14,3,1990-02-14,3,1,1991-12-21,3,1991,357,357,357,"Myanmar (Burma), Thailand","775, 800",3,2.5-2015
2-248,1,MTA,1097,,UWSA,1207,,1990-02-14,3,1995-09-21,2,1,1995-12-31,5,1995,1042,1042,1542,Myanmar (Burma),775,3,2.5-2015
2-249,3,Adoni,1808,,Ogoni,1910,,1993-07-09,1,1993-07-09,1,1,1993-09-20,2,1993,1085,1085,1085,Nigeria,475,4,2.5-2015
2-25,1,Bangadi Militia,1762,,LRA,1336,,2008-10-20,1,2008-10-20,1,1,2008-10-20,1,2008,27,27,36,DR Congo (Zaire),490,4,2.5-2015
2-251,3,Azara,1811,,Tiv,1911,,2001-06-25,3,2001-06-25,3,1,2001-06-25,3,2001,200,200,200,Nigeria,475,4,2.5-2015
2-252,3,Efik,1812,,Ibibio,1813,,1992-02-18,2,2000-05-21,2,1,2000-05-21,2,2000,90,90,90,Nigeria,475,4,2.5-2015
2-253,3,Fulani,1461,,Wurukum,1814,,1999-02-28,3,1999-03-29,5,1,1999-03-29,5,1999,100,100,100,Nigeria,475,4,2.5-2015
2-254,3,"Afisare, Anaguta, Birom",547510,"1815, 1433, 1443","Fulani, Hausa",547520,"1461, 1462",2001-09-08,2,2001-09-08,2,1,2001-09-13,2,2001,1000,1000,3000,Nigeria,475,4,2.5-2015
2-254,3,"Afisare, Anaguta, Birom",547510,"1815, 1433, 1443","Fulani, Hausa",547520,"1461, 1462",2001-09-08,2,2008-11-29,2,1,2008-11-29,2,2008,200,200,200,Nigeria,475,4,2.5-2015
2-255,3,Hausa,1462,,Ninzam,1816,,1999-05-21,1,1999-05-21,1,1,1999-05-21,1,1999,100,100,100,Nigeria,475,4,2.5-2015
2-256,3,Ife,1817,,Modakeke,1818,,1997-08-19,2,1997-08-19,2,0,,0,1997,144,144,144,Nigeria,475,4,2.5-2015
2-256,3,Ife,1817,,Modakeke,1818,,1997-08-19,2,1997-08-19,2,1,1998-08-18,1,1998,34,34,40,Nigeria,475,4,2.5-2015
2-256,3,Ife,1817,,Modakeke,1818,,1997-08-19,2,2000-03-03,1,1,2000-05-04,1,2000,61,61,69,Nigeria,475,4,2.5-2015
2-257,3,Ijaw,1477,,Ilaje,1819,,1998-09-24,1,1998-09-30,3,0,,0,1998,50,50,50,Nigeria,475,4,2.5-2015
2-257,3,Ijaw,1477,,Ilaje,1819,,1998-09-24,1,1998-09-30,3,1,1999-09-26,2,1999,70,70,70,Nigeria,475,4,2.5-2015
2-258,3,Ijaw,1477,,Urhobo,1820,,1997-03-30,2,1998-03-20,1,1,1998-03-20,1,1998,30,30,30,Nigeria,475,4,2.5-2015
2-259,3,Jukun,1821,,Tiv,1911,,1990-10-10,3,1991-10-31,3,0,,0,1991,30,30,1050,Nigeria,475,4,2.5-2015
2-259,3,Jukun,1821,,Tiv,1911,,1990-10-10,3,1991-10-31,3,1,1992-02-20,3,1992,100,100,1050,Nigeria,475,4,2.5-2015
2-259,3,Jukun,1821,,Tiv,1911,,1990-10-10,3,2001-10-15,3,1,2001-12-06,1,2001,545,545,545,Nigeria,475,4,2.5-2015
2-26,3,Bangesh,1651,,Turi,1652,,2008-04-08,1,2008-08-09,1,0,,0,2008,449,449,570,Pakistan,770,3,2.5-2015
2-26,3,Bangesh,1651,,Turi,1652,,2008-04-08,1,2008-08-09,1,1,2009-07-01,1,2009,115,115,115,Pakistan,770,3,2.5-2015
2-260,3,Fulani,1461,,Karimjo,1822,,1996-04-14,3,1996-04-14,3,1,1996-04-14,3,1996,80,40,80,Nigeria,475,4,2.5-2015
2-261,3,Kwala,1823,,Tiv,1911,,2001-04-05,2,2001-04-05,2,1,2001-04-05,2,2001,50,46,50,Nigeria,475,4,2.5-2015
2-262,3,Odtikas,1824,,Ogoni,1910,,1992-12-01,1,1992-12-01,1,1,1992-12-01,1,1992,60,60,60,Nigeria,475,4,2.5-2015
2-263,3,Ndoki,1825,,Ogoni,1910,,1994-04-30,3,1994-04-30,3,1,1994-04-30,3,1994,30,20,30,Nigeria,475,4,2.5-2015
2-264,3,Eleme,1826,,Okrika,1912,,1999-10-04,1,1999-10-04,1,1,1999-10-04,1,1999,25,25,30,Nigeria,475,4,2.5-2015
2-265,3,Ogoni,1910,,Okrika,1912,,1993-12-13,2,1993-12-13,2,1,1993-12-13,2,1993,90,90,95,Nigeria,475,4,2.5-2015
2-266,3,Igbo,1476,,Tiv,1911,,1998-12-18,2,1998-12-18,2,1,1998-12-18,2,1998,32,32,32,Nigeria,475,4,2.5-2015
2-267,3,Aguleri,1828,,Umuleri,1827,,1999-04-23,3,1999-04-23,3,1,1999-07-31,3,1999,420,97,420,Nigeria,475,4,2.5-2015
2-268,3,"Ijaw, Urhobo",547501,"1477, 1820",Itsekiri,1480,,1999-06-04,1,1999-06-07,2,1,1999-06-09,1,1999,39,39,39,Nigeria,475,4,2.5-2015
2-269,1,MQM,1197,,MQM-H,1693,,1991-06-19,1,1994-09-14,1,0,,0,1994,87,87,87,Pakistan,770,3,2.5-2015
2-269,1,MQM,1197,,MQM-H,1693,,1991-06-19,1,1994-09-14,1,1,1995-06-26,1,1995,42,42,45,Pakistan,770,3,2.5-2015
2-269,1,MQM,1197,,MQM-H,1693,,1991-06-19,1,1997-06-20,5,0,,0,1997,73,73,73,Pakistan,770,3,2.5-2015
2-269,1,MQM,1197,,MQM-H,1693,,1991-06-19,1,1997-06-20,5,1,1998-10-31,1,1998,38,38,66,Pakistan,770,3,2.5-2015
2-27,3,Bena Kapuya,1504,,Bena Nsimba,1503,,2007-09-20,2,2007-09-22,2,1,2007-09-22,2,2007,25,25,25,DR Congo (Zaire),490,4,2.5-2015
2-271,3,Wagia subclan of Takima,1696,,Wayai subclan of Takima,1697,,2001-05-31,3,2001-05-31,3,1,2001-05-31,3,2001,25,25,25,Papua New Guinea,910,3,2.5-2015
2-272,3,Unjamap,1699,,Wogia-Tunjup,1698,,2000-01-14,3,2001-12-22,1,1,2001-12-28,2,2001,36,36,56,Papua New Guinea,910,3,2.5-2015
2-273,3,Hadji Faizal Abdulkarim clan,1700,,Hadji Masir Ahalul clan,1701,,7/13/1998,2,7/13/1998,2,1,7/13/1998,2,1998,30,30,30,Philippines,840,3,2.5-2015
2-274,3,Armenian,1703,,Azeri,1702,,1989-01-31,3,1989-01-31,3,0,,0,1989,42,42,42,Russia (Soviet Union),365,1,2.5-2015
2-274,3,Armenian,1703,,Azeri,1702,,1989-01-31,3,1989-01-31,3,1,12/2/1990,1,1990,27,27,27,Russia (Soviet Union),365,1,2.5-2015
2-275,1,Chechen Republic of Ichkeria,1195,,Forces of Ruslan Labazanov,1704,,1994-06-13,1,1994-06-13,1,1,1994-06-13,1,1994,180,180,300,Russia (Soviet Union),365,1,2.5-2015
2-276,1,Chechen Republic of Ichkeria,1195,,Provisional Council of the Chechen Republic,1705,,1994-09-01,1,1994-10-09,2,1,10/19/1994,1,1994,64,64,70,Russia (Soviet Union),365,1,2.5-2015
2-278,1,Republic of Georgia,1706,,Republic of South Ossetia,1186,,1991-01-20,2,1991-02-07,2,1,12/1/1991,1,1991,87,87,93,Russia (Soviet Union),365,1,2.5-2015
2-279,3,Abdalle subclan of Habar Awal clan (Isaaq),1829,,Aidagalla subclan of Habar Garhadjis clan (Isaaq),1830,,1996-07-11,1,1996-07-31,2,1,1996-07-31,2,1996,34,34,34,Somalia,520,4,2.5-2015
2-28,3,Bi'idyahan subclan of Majerteen clan (Darod),1570,,Ismail subclan of Makahil clan (Darod),1571,,2003-12-31,5,2003-12-31,5,1,2003-12-31,5,2003,280,280,280,Ethiopia,530,4,2.5-2015
2-280,3,Abdalleh-Agon-Yar subclan of Abgal clan (Hawiye),1831,,Eli-Agon-Yar subclan of Abgal clan (Hawiye),1832,,2000-01-10,1,2000-02-26,1,1,2000-02-26,1,2000,26,22,26,Somalia,520,4,2.5-2015
2-281,3,Abdulleh-Galmaha subclan of Abgal clan (Hawiye),1833,,Kabaloh subclan of Abgal clan (Hawiye),1834,,2001-05-22,2,2001-07-07,1,1,2001-07-09,2,2001,33,33,33,Somalia,520,4,2.5-2015
2-282,3,Abgal clan (Hawiye),1907,,Galgalo,1835,,1990-12-04,2,1990-12-04,2,1,1990-12-12,3,1990,50,50,150,Somalia,520,4,2.5-2015
2-283,1,SPM,1351,,Forces of Omar Jess,1837,,2000-02-02,1,2000-02-11,1,1,2000-02-11,1,2000,41,37,50,Somalia,520,4,2.5-2015
2-284,3,Ayr subclan of Habar Gidir clan (Hawiye),1838,,Sa'ad subclan of Habar Gidir clan (Hawiye),1540,,1997-08-29,1,2001-07-16,1,1,2001-07-16,1,2001,50,50,100,Somalia,520,4,2.5-2015
2-285,3,Abdalle-Aroneh subclan of Abgal clan (Hawiye),1840,,Eli-Omar subclan of Abgal clan (Hawiye),1839,,1999-01-27,1,1999-01-27,1,1,1999-01-27,1,1999,31,31,31,Somalia,520,4,2.5-2015
2-286,1,Forces of Abdirizak Bihi,1841,,Forces of Ahmed Sheikh Buraleh,1842,,2001-03-30,1,2001-03-30,1,1,2001-03-30,1,2001,33,33,33,Somalia,520,4,2.5-2015
2-287,1,Forces of Hussein Ali Ahmed,1843,,USC/SSA,1352,,1999-03-13,1,1999-03-20,2,1,1999-09-20,1,1999,113,113,116,Somalia,520,4,2.5-2015
2-288,1,Forces of Abdurahman Ahmed Ali 'Tur',1846,,Republic of Somaliland,1535,,1994-10-15,1,1994-11-16,2,0,,0,1994,320,320,320,Somalia,520,4,2.5-2015
2-288,1,Forces of Abdurahman Ahmed Ali 'Tur',1846,,Republic of Somaliland,1535,,1994-10-15,1,1994-11-16,2,1,1995-10-28,1,1995,145,145,337,"Somalia, Djibouti","520, 522",4,2.5-2015
2-289,3,Garre subclan of Digil clan (Digil-Mirifle),1466,,Jiddo subclan of Digil clan (Digil-Mirifle),1488,,2000-05-20,2,2000-06-19,2,1,2000-10-22,2,2000,42,29,54,Somalia,520,4,2.5-2015
2-289,3,Garre subclan of Digil clan (Digil-Mirifle),1466,,Jiddo subclan of Digil clan (Digil-Mirifle),1488,,2000-05-20,2,2002-01-26,2,1,2002-01-26,2,2002,28,26,32,Somalia,520,4,2.5-2015
2-29,2,Supporters of Awami League,1215,,Supporters of BNP,1217,,1989-09-07,1,2001-08-26,5,1,2001-10-03,1,2001,56,51,68,Bangladesh,771,3,2.5-2015
2-290,3,Habar Gidir clan (Hawiye),1914,,Xawaadle clan (Hawiye),1758,,1993-09-10,1,1994-04-23,2,1,1994-05-02,1,1994,38,38,40,Somalia,520,4,2.5-2015
2-291,3,Habar Gidir clan (Hawiye),1914,,Marehan subclan of Sede clan (Darod),1501,,1993-01-13,1,1993-01-13,1,1,1993-01-13,1,1993,30,30,30,Somalia,520,4,2.5-2015
2-291,3,Habar Gidir clan (Hawiye),1914,,Marehan subclan of Sede clan (Darod),1501,,1993-01-13,1,1995-07-08,2,1,1995-07-08,2,1995,31,31,54,Somalia,520,4,2.5-2015
2-293,3,Galje'el clan (Hawiye),1464,,Xawaadle clan (Hawiye),1758,,2000-08-08,1,2000-08-28,2,1,2000-09-24,2,2000,62,60,72,Somalia,520,4,2.5-2015
2-294,1,Republic of Somaliland,1535,,SNM - 'Calan cas',1990,,1992-01-20,3,1992-01-20,3,1,1992-08-31,5,1992,2500,2500,2500,Somalia,520,4,2.5-2015
2-298,1,SNF,1918,,USC/SNA,1353,,1992-04-28,1,1992-04-28,1,0,,0,1992,60,60,60,Somalia,520,4,2.5-2015
2-298,1,SNF,1918,,USC/SNA,1353,,1992-04-28,1,1992-04-28,1,1,1993-02-01,1,1993,39,39,39,Somalia,520,4,2.5-2015
2-299,1,SNF - MSAB,1851,,SNF,1918,,1999-04-07,1,1999-09-17,1,1,1999-09-17,1,1999,51,51,51,Somalia,520,4,2.5-2015
2-3,3,Abudu ,1424,,Andani,1759,,2002-03-27,2,2002-03-27,2,1,2002-03-27,2,2002,36,25,40,Ghana,452,4,2.5-2015
2-30,3,Bokora Karimojong,1444,,Jie,1489,,2003-01-12,1,2003-01-15,2,1,2003-05-22,1,2003,102,102,178,Uganda,500,4,2.5-2015
2-30,3,Bokora Karimojong,1444,,Jie,1489,,2003-01-12,1,2007-03-30,1,1,2007-05-12,1,2007,34,34,34,Uganda,500,4,2.5-2015
2-300,1,SPM,1351,,SPM/SNA,1852,,1992-05-10,3,1992-05-10,3,0,,0,1992,300,300,300,Somalia,520,4,2.5-2015
2-300,1,SPM,1351,,SPM/SNA,1852,,1992-05-10,3,1992-05-10,3,0,,0,1993,184,184,249,Somalia,520,4,2.5-2015
2-300,1,SPM,1351,,SPM/SNA,1852,,1992-05-10,3,1992-05-10,3,1,1994-02-24,3,1994,30,28,77,Somalia,520,4,2.5-2015
2-301,1,AIAI,1394,,SSDF,1349,,1992-06-19,1,1992-06-26,2,1,1992-06-30,1,1992,625,625,625,Somalia,520,4,2.5-2015
2-302,1,DSA,1853,,USC/SNA,1353,,1999-07-25,1,1999-08-01,1,1,1999-10-04,1,1999,35,35,46,Somalia,520,4,2.5-2015
2-303,1,RRA,1538,,USC/SNA,1353,,1995-10-11,1,1995-10-14,1,0,,0,1995,103,103,378,Somalia,520,4,2.5-2015
2-303,1,RRA,1538,,USC/SNA,1353,,1995-10-11,1,1995-10-14,1,0,,0,1996,104,104,420,Somalia,520,4,2.5-2015
2-303,1,RRA,1538,,USC/SNA,1353,,1995-10-11,1,1995-10-14,1,0,,0,1997,41,41,159,Somalia,520,4,2.5-2015
2-303,1,RRA,1538,,USC/SNA,1353,,1995-10-11,1,1995-10-14,1,0,,0,1998,72,72,108,Somalia,520,4,2.5-2015
2-303,1,RRA,1538,,USC/SNA,1353,,1995-10-11,1,1995-10-14,1,1,1999-10-16,1,1999,107,94,204,Somalia,520,4,2.5-2015
2-306,1,SSDF,1349,,USC/SNA,1353,,1993-01-08,1,1993-01-08,1,1,1993-01-08,1,1993,200,200,200,Somalia,520,4,2.5-2015
2-307,1,USC/SNA,1353,,USC/SNA - OA,1854,,1995-02-26,1,1995-09-12,1,0,,0,1995,31,31,34,Somalia,520,4,2.5-2015
2-307,1,USC/SNA,1353,,USC/SNA - OA,1854,,1995-02-26,1,1995-09-12,1,0,,0,1996,361,360,407,Somalia,520,4,2.5-2015
2-307,1,USC/SNA,1353,,USC/SNA - OA,1854,,1995-02-26,1,1995-09-12,1,1,1997-05-06,1,1997,39,39,42,Somalia,520,4,2.5-2015
2-308,1,USC/SNA,1353,,USC-PM,1855,,1995-04-10,1,1995-04-10,1,1,1995-04-10,1,1995,46,46,46,Somalia,520,4,2.5-2015
2-309,1,ANC - 'Greens',1856,,ANC - 'Reds',1857,,1993-01-23,1,1993-07-10,1,1,1993-11-17,1,1993,30,30,41,South Africa,560,4,2.5-2015
2-31,3,Bokora Karimojong,1444,,Pian Karimojong,1528,,2001-01-24,1,2003-01-12,1,1,2003-01-12,1,2003,30,30,30,Uganda,500,4,2.5-2015
2-31,3,Bokora Karimojong,1444,,Pian Karimojong,1528,,2001-01-24,1,2005-09-19,1,1,2005-09-19,1,2005,28,28,28,Uganda,500,4,2.5-2015
2-310,2,Supporters of ANC,1971,,Supporters of AZAPO,1858,,1990-03-26,1,1990-11-05,1,1,1990-12-08,2,1990,32,32,41,South Africa,560,4,2.5-2015
2-311,1,CATA,1860,,Codeta,1859,,1994-10-16,1,1996-04-30,3,1,1996-11-30,3,1996,71,71,71,South Africa,560,4,2.5-2015
2-312,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,1989,65,65,66,South Africa,560,4,2.5-2015
2-312,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,1990,899,899,1366,South Africa,560,4,2.5-2015
2-312,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,1991,615,612,953,South Africa,560,4,2.5-2015
2-312,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,1992,650,650,809,South Africa,560,4,2.5-2015
2-312,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,1993,612,612,887,South Africa,560,4,2.5-2015
2-312,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,1994,421,421,550,South Africa,560,4,2.5-2015
2-312,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,0,,0,1995,143,143,175,South Africa,560,4,2.5-2015
2-312,2,Supporters of ANC,1971,,Supporters of IFP,1475,,1989-01-06,1,1989-09-04,1,1,1996-12-28,1,1996,55,54,156,South Africa,560,4,2.5-2015
2-313,2,Supporters of IFP,1475,,Supporters of UDF,1861,,1989-01-04,1,1989-05-05,1,0,,0,1989,161,161,321,South Africa,560,4,2.5-2015
