"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"","","","Zambia Political Pressure Group Criticises Constitutional White Paper","520 words"," Africa News","","",
"","","","Zambia UNIP to Field Kaunda for Presidency","614 words"," Africa News","","",
"","","","Africa-At-Large World Bank to Bail Out United Nations ?","387 words"," Africa News","","",
"","","","Zambia Political Group Criticises Constitutional Paper","534 words"," Africa News","","",
"","","","Zimbabwe Natural Farming Methods Advocated","400 words"," Africa News","","",
"","","","South Africa Optimistic Gold Mining Outlook","267 words"," Africa News","","",
"","","","Comores Island European Mercenaries Invade Comoros","494 words"," Africa News","","",
"","","","Africa-At-Large Unesco Announced Prizes For Children's And Teenage Literature","360 words"," Africa News","","",
"","","","Africa-At-Large UN May Have To Borrow From The World Bank","320 words"," Africa News","","",
"","","","Zimbabwe Nod For Eight Foreign Exchange Brokers","160 words"," Africa News","","",
"","","","Africa-At-Large Games Expose Racism Both Sides Of The Saharan Divide","1107 words"," Africa News","","",
"","","","South Africa South Africa Condemns Comoros Government Ouster","827 words"," Africa News","","",
"","","","Zimbabwe Journalist In Court On Extortion Charges","400 words"," Africa News","","",
"","","","Comores Islands OAU Condemns Comoros Coup","694 words"," Africa News","","",
"","","","Africa-At-Large SADC to Have Drought Relief Fund","467 words"," Africa News","","",
"","","","Africa-At-Large Namibia and Zambia Launch Joint TB Control Programme","507 words"," Africa News","","",
"","","","Africa-At-Large (Document) African Ceramics On Display at UCLA Fowler Museum","1174 words"," Africa News","","",
"","","","Uganda (Document) Journalist Group Calls for Inquiry in Uganda","1267 words"," Africa News","","",
"","","","South Africa TV market To Open","1720 words"," Africa News","","",
"","","","South Africa Coal Firms Eager For New Eskom Contracts","414 words"," Africa News","","",
"","","","Mozambique Country On Route To Free-Market Economy","480 words"," Africa News","","",
"","","","South Africa Local Banking Industry Is Sitting Pretty","1054 words"," Africa News","","",
"","","","South Africa Hugh Masekela, The Jazz Man","1307 words"," Africa News","","",
"","","","Africa-At-Large From Apartheid Bully To Co-operative Neighbour","987 words"," Africa News","","",
"","","","Africa-At-Large Southern Africa's Leaders Win A Few, Lose A Few","1347 words"," Africa News","","",
"","","","South Africa Telkom Property Sale Questioned","1467 words"," Africa News","","",
"","","","South Africa Pressure to Resist Toxic Exports Ban","1227 words"," Africa News","","",
"","","","South Africa "Truth" Commission Delayed","414 words"," Africa News","","",
"","","","Sudan (Editorial) Carter Seeks the Rehabilitation of Regime","3720 words"," Africa News","","",
"","","","Kenya Will Rival Deter Council of Churches?","947 words"," Africa News","","",
"","","","Africa-At-Large Will Beijing Make A Difference?","2387 words"," Africa News","","",
"","","","Africa-At-Large Family Stability Crucial to Child Education","2027 words"," Africa News","","",
"","","","Madagascar Prime Minister Offers To Quit","1614 words"," Africa News","","",
"","","","Zaire Ecumenical Appeal As Pressure Mounts On Refugees","1014 words"," Africa News","","",
"","","","Sierra Leone Deaths From Starvation Reported","614 words"," Africa News","","",
"","","","Kenya Secrecy Surrounds Sale of Oldest Daily","1107 words"," Africa News","","",
"","","","Somalia Breakthrough As Americans Visit Somaliland","547 words"," Africa News","","",
"","","","Sudan Military Junta Releases Political Prisoners","894 words"," Africa News","","",
"","","","Ethiopia Meles Elected Premier as Transition Ends","747 words"," Africa News","","",
"","","","Liberia Ruling Council To Be Sworn In","867 words"," Africa News","","",
"","","","Nigeria Catholic Bishops Censure The Military","1187 words"," Africa News","","",
"","","","Zambia New Constitution Clause Threatens Media Freedom","1507 words"," Africa News","","",
"","","","Africa-At-Large Wildlife Body Applauds Prosecution of Chinese Herbalist","574 words"," Africa News","","",
"","","","South Africa Roben Island To Turn Into Open University","734 words"," Africa News","","",
"","","","Liberia Ceasefire Holding","1560 words"," Africa News","","",
"","","","Africa-At-Large Archbishop of Canterbury To Visit Egypt and Sudan","1000 words"," Africa News","","",
"","","","South Africa Pope To Make First Visit","1027 words"," Africa News","","",
"","","","Africa-At-Large Water: The Crucial Investment For The Future","1587 words"," Africa News","","",
"","","","Rwanda When Women Became Killers","2800 words"," Africa News","","",
"","","","Africa-At-Large Pope Brings the African Synod Home","2374 words"," Africa News","","",
"","","","Africa-At-Large When Old Age Is A Curse","2014 words"," Africa News","","",
"","","","Zimbabwe Apostolic Churches Agree to Reform","1560 words"," Africa News","","",
"","","","Africa-At-Large Book Theme: Dream And Act Big, Honour Your Creator","1507 words"," Africa News","","",
"","","","South Africa Chikane Deplores Continuing Racism","1094 words"," Africa News","","",
"","","","Africa-At-Large Church Pressure A Factor As World Bank Relents On Debts","827 words"," Africa News","","",
"","","","Africa-At-Large Pope's Visit Threatens Rift Among Muslim Faithfuls","800 words"," Africa News","","",
"","","","Africa-At-Large Theologian Proposes Oral Theology For Africa","1200 words"," Africa News","","",
"","","","Liberia An Epidemic Of Diarrhoea And Warfare","1120 words"," Africa News","","",
"","","","Sierra Leone Peace Overtures Sent To Charles Taylor","747 words"," Africa News","","",
"","","","Africa-At-Large Church Body Welcomes Vatican's Commitment to Ecumenism","2014 words"," Africa News","","",
"","","","Africa-At-Large Pope Pleas With African Leaders For End To Arms Trade","2027 words"," Africa News","","",
"","","","South Africa Brigadier? Just call me Zelda .","1054 words"," Africa News","","",
"","","","South Africa McNally Sues M&G Over Hit Squad Reports","507 words"," Africa News","","",
"","","","South Africa Crops 'Poisoned' by SADF Herbicides","1160 words"," Africa News","","",
"","","","South Africa Consultants reflect Parliament's problems","934 words"," Africa News","","",
"","","","Africa-at-Large Will The Next Pope Be Black?","3240 words"," Africa News","","",
"","","","South Africa IFP Constitution Envisages A Provincial Army","1147 words"," Africa News","","",
"","","","South Africa Inkatha's Secret German War Chest","1507 words"," Africa News","","",
"","","","Zimbabwe- Government To Set Up People's Bank","1170 words"," Africa News","","",
"","","","Sudan Livestock Increases Two-fold In A Decade","547 words"," Africa News","","",
"","","","Africa-At-Large Africa's GDP Will Tripple in 1995","707 words"," Africa News","","",
"","","","Zambia Zambia Bans Scrap Metal Exports","374 words"," Africa News","","",
"","","","Zimbabwe Breastfeeding Code Has Opposite Results","360 words"," Africa News","","",
"","","","Africa-At-Large Demographic Impact of HIV/AIDS in Sub-Saharan Africa","694 words"," Africa News","","",
"","","","Sudan Sudan's Traditional Bone-Healing","387 words"," Africa News","","",
"","","","Rwanda Civil War Brings Ecological Disaster","614 words"," Africa News","","",
"","","","Senegal Large-scale Action to Save Senegalese Forests","254 words"," Africa News","","",
"","","","Zimbabwe Natural Farming Methods Advocated","400 words"," Africa News","","",
"","","","Africa-At-Large SADC Urged to Invest More in Farming and Water","360 words"," Africa News","","",
"","","","Mozambique-Zimbabwe Mozambique and Zimbabwe in Water Agreement","534 words"," Africa News","","",
"","","","Zimbabwe Foreigners Show Interest in Major Water Supply Deal","494 words"," Africa News","","",
"","","","Africa-At-Large Convention on Export of Hazardous Waste Amended","427 words"," Africa News","","",
"","","","Sudan Sahara Envelopes More Of Sudan","307 words"," Africa News","","",
"","","","Tanzania Political Uncertainty Stalls Imports","467 words"," Africa News","","",
"","","","Nigeria More European Countries Buy Nigerian Oil","400 words"," Africa News","","",
"","","","Africa-At-Large Ndiaye Plans Set Up Foundation","467 words"," Africa News","","",
"","","","Africa-At-Large Development Bank Unveils Restructuring Plan","387 words"," Africa News","","",
"","","","South Africa-Zimbabwe Textile Agreement in Problems","467 words"," Africa News","","",
"","","","Congo Congolese Government Abandons Fishing Monopoly","200 words"," Africa News","","",
"","","","Africa-At-Large Weekly Press Review","1240 words"," Africa News","","",
"","","","Mauritania New Lease for Fish in Mauritania","600 words"," Africa News","","",
"","","","Zambia Lack of Rain Raises Fears of Extreme Drought","1027 words"," Africa News","","",
"","","","Ghana Shares Close Higher On Ghana Stock Market","214 words"," Africa News","","",
"","","","South Africa Development Programme Gains Momentum","374 words"," Africa News","","",
"","","","Africa-At-Large 36 Million Tourists in Africa by 2000","227 words"," Africa News","","",
"","","","Africa-AT-Large EIB Finances Six Projects In ACP Countries","347 words"," Africa News","","",
"","","","Africa-At-Large 353 Families Benefit From Loans","494 words"," Africa News","","",
"","","","Mozambique Mozambique Set for Gas Agreement","387 words"," Africa News","","",
"","","","Zambia Fashanu Clinches Zambian Soccer Deal","480 words"," Africa News","","",
"","","","NIGERIA Fifa Delegation Due In Nigeria","547 words"," Africa News","","",
"","","","Uganda Final Word in October on Asec Soccer Debt","600 words"," Africa News","","",
"","","","Comores Mercenery Denard's Overwhelming Self-belief","1347 words"," Africa News","","",
"","","","Comores Cocktails and Kalashnikovs In Coup-Coup Land","2080 words"," Africa News","","",
"","","","South Africa Rural Folk Suffer Worst Health Conditions","654 words"," Africa News","","",
"","","","South Africa Economic Forecasts Signify Bond Rate Decline","800 words"," Africa News","","",
"","","","South Africa Racial Tension Links SA and OJ","1387 words"," Africa News","","",
"","","","Zambia Depositors Struggling To Save Bank","427 words"," Africa News","","",
"","","","Zambia Investment Firm Opts For Liquidation","547 words"," Africa News","","",
"","","","Zambia Copper Mine Abuse Annoys Donors","760 words"," Africa News","","",
"","","","Zambia State Intimidates Post Journalists","494 words"," Africa News","","",
"","","","Zambia Court Attacks Deplored","334 words"," Africa News","","",
"","","","Zambia Barristers Differ Over Kaunda","467 words"," Africa News","","",
"","","","Zambia Constitution Debate Turns Back Clock","974 words"," Africa News","","",
"","","","Zambia Constitution Should Not Be Used To Manipulate Politics","1507 words"," Africa News","","",
"","","","Zambia Lawyers Need To Be Qualified To Practice","547 words"," Africa News","","",
"","","","Zambia Next By-Elections a Challenge to NP","787 words"," Africa News","","",
"","","","Zambia Politicians and Promises","507 words"," Africa News","","",
"","","","Zambia The Plagues of Corruption","254 words"," Africa News","","",
"","","","Zambia Courts Defended","720 words"," Africa News","","",
"","","","Zambia Fun Spoiled at Miss Zambia Contest","534 words"," Africa News","","",
"","","","Zambia Squad Coaches on Contract","547 words"," Africa News","","",
"","","","South Africa Taking Cricket to the People","960 words"," Africa News","","",
"","","","South Africa Rugby Board Turns Pro AND Stays Amateur","760 words"," Africa News","","",
"","","","South Africa Wages Whip Workers Into Strike Action","920 words"," Africa News","","",
"","","","South Africa Technology Gets Boost from U.S. Experience","374 words"," Africa News","","",
"","","","South Africa France Throws A Lifeline To Film Industry","574 words"," Africa News","","",
"","","","Nigeria The Transition TimeTable","760 words"," Africa News","","",
"","","","Nigeria Abacha Announces Transition to Civil Rule Programme","4454 words"," Africa News","","",
"","","","Kenya Friday Stock Market Update","627 words"," Africa News","","",
"","","","Africa-At-Large Art from the Forge","627 words"," Africa News","","",
"","","","South Africa Africa, Yebo!","680 words"," Africa News","","",
"","","","Kenya What Becomes of Nairobi's Papal Altar?","254 words"," Africa News","","",
"","","","Sierra Leone Authorities Avert Coup d'Etat","614 words"," Africa News","","",
"","","","Egypt Muslim Brotherhood Members On Trial","747 words"," Africa News","","",
"","","","Kenya Dissident Jailed For Four Years","1227 words"," Africa News","","",
"","","","Algeria Newspaper Editor Killed By Extremists","600 words"," Africa News","","",
"","","","Burundi Three Italian Missionaries Assassinated","800 words"," Africa News","","",
"","","","Kenya Group Forms "New" Presbyterian Church in Kenya","1134 words"," Africa News","","",
"","","","Zambia Who Caused the Meridien Bank Downfall?","867 words"," Africa News","","",
"","","","Uganda Netballers Coming","480 words"," Africa News","","",
"","","","Zambia UNIP: Don't Use Voter Certificates","494 words"," Africa News","","",
"","","","Zambia Editor Wins Press Freedom Award","814 words"," Africa News","","",
"","","","Zambia Pests Invade Imported Maize","560 words"," Africa News","","",
"","","","Zambia Zambia Included In Ladies' Golf Tourney","294 words"," Africa News","","",
"","","","Zambia Farmers Warn About Corruption in Mine Corp","494 words"," Africa News","","",
"","","","Zambia Zambia Struggles To Regain Access to IMF","560 words"," Africa News","","",
"","","","Ivory Coast (DOCUMENT) Groups Critique Sunday's Scheduled Vote","1947 words"," Africa News","","",
"","","","South Africa Black Areas Lure Property Investors","1294 words"," Africa News","","",
"","","","South Africa Book Claims White Right Has Nuclear Weapons","587 words"," Africa News","","",
"","","","South Africa Cape Town Olympic Bid in Cost Controversy","974 words"," Africa News","","",
"","","","Uganda Uganda's Coffee Export Market Share Crumbles","654 words"," Africa News","","",
"","","","Uganda Finance Minister Joins World Bank Against IMF In Debt Battle","640 words"," Africa News","","",
"","","","South Africa National Park Likely","414 words"," Africa News","","",
"","","","Uganda New Constitution: Good Independence Gift?","1227 words"," Africa News","","",
"","","","South Africa (DOCUMENT) Novel in Afrikaans Wins 1995 Noma Award","1027 words"," Africa News","","",
"","","","Sierra Leone (DOCUMENT) Letter to H.E. Strasser","534 words"," Africa News","","",
"","","","U.S./Africa (DOCUMENT) White House Statement on Nigerian Coup Plotters","414 words"," Africa News","","",
"","","","Rwanda and Burundi (DOCUMENT) Ugandan and Zairean Presidents to Convene Peace Conference","374 words"," Africa News","","",
"","","","Kenya (DOCUMENT) Kenya Joins Cyberspace Age","560 words"," Africa News","","",
"","","","Zambia Magistrate Throws 0ut Ban Application Against The Post","454 words"," Africa News","","",
"","","","Zambia College Students Share Three Text Books","360 words"," Africa News","","",
"","","","Zambia Central Bank Delay Can Cause Serious Food Shortage","480 words"," Africa News","","",
"","","","Mozambique (DOCUMENT) Further Reforms Needed to Guarantee Freedom of Expression","520 words"," Africa News","","",
"","","","Zambia Post Editor-in-Chief Wins Press Award","480 words"," Africa News","","",
"","","","Zambia Kaunda: No One Will Deport Me","560 words"," Africa News","","",
"","","","Mauritius (DOCUMENT) Letter to Prime Minister Jugnauth","960 words"," Africa News","","",
"","","","Nigeria (DOCUMENT) Letter to General Abacha","494 words"," Africa News","","",
"","","","Zambia The Folly of Zambia's 'Nationality Witch-Hunt","654 words"," Africa News","","",
"","","","Weekly Press Review","1510 words"," Africa News","","",
"","","","Weekly Press Review","1054 words"," Africa News","","",
"","","","Trading on Zimbabwe Stock Exchange Depressed","280 words"," Africa News","","",
"","","","New Labour Policy Protested","267 words"," Africa News","","",
"","","","Food Needs Revised in 12 Nations","520 words"," Africa News","","",
"","","","OAU Satisfied With Elections","494 words"," Africa News","","",
"","","","Government Endorses Carter's Mediation","614 words"," Africa News","","",
"","","","Bank Failures: Government Moves To Protect Depositors","547 words"," Africa News","","",
"","","","Carter Holds Consultations With African Leaders","173 words"," Africa News","","",
"","","","Mandela Calls for Southern African Summit on Nigeria","374 words"," Africa News","","",
"","","","Lusaka City Stops Mourners from Laying Plastic Wreaths","547 words"," Africa News","","",
"","","","Chiluba Supports Sanctions Against Nigeria","427 words"," Africa News","","",
"","","","Military Rulers Seek World's Understanding","667 words"," Africa News","","",
"","","","Improved Economic Outlook","240 words"," Africa News","","",
"","","","Mwinyi Bids Farewell As Tanzanians Await New President","400 words"," Africa News","","",
"","","","Algiers Forecasts Rise In Oil Revenue","187 words"," Africa News","","",
"","","","Netherlands Will Help Fight Corruption in Zambia","307 words"," Africa News","","",
"","","","Opposition Leader Excluded From Elections","467 words"," Africa News","","",
"","","","Goods Now Moving Along Beira Corridor","360 words"," Africa News","","",
"","","","-0South Africa (tx Panafrican News Agency November 23, 1995 (19951123) ABIDJAN, Ivory Coast - King Juan Carlos of Spain and former United States President Jimmy Carter have won this year's Felix Houphouet-Boigny peace prize, the official Ivorian news agency AIP reported Thursday. It said King Carlos would receive the prize for helping Spain's transition from dictatorship to democracy while Carter would be honored for his efforts to help bring peace to troubled parts of the world, including Africa. The prize-giving ceremony will be held Dec. 5 at the Paris headquarters of the United Nations Educational, Cultural and Scientific Organization (Unesco). The prize was first awarded in 1991, to South African President Nelson Mandela. Other winners include recently assassinated Israeli Prime Minister Yitzak Rabin; his successor Shimon Peres, then Minister of Foreign Affairs; and Chairman of the Palestine Liberation Organization Yasser Arafat. The yearly prize honors people and institutions making significant contributions to world peace.  Draft of New Constitution Released","414 words"," Africa News","","",
"","","","Envoy Warns Against Anti-Nigeria Actions","1147 words"," Africa News","","",
"","","","War Weary Citizens Seek Solace In Beer","734 words"," Africa News","","",
"","","","Oil Contracts To Share Production","267 words"," Africa News","","",
"","","","Mugabe and Mandela Call For Closer Links","334 words"," Africa News","","",
"","","","Government Briefs Foreign Envoys On Problems","774 words"," Africa News","","",
"","","","Africa Still Leading in Refugee Numbers","267 words"," Africa News","","",
"","","","Benjamin Mkapa Becomes Tanzania's Third President","574 words"," Africa News","","",
"","","","Plight of Housemaids Explored","1054 words"," Africa News","","",
"","","","Civil Servants Pay Suspended","334 words"," Africa News","","",
"","","","Leading Bank Fires Official","347 words"," Africa News","","",
"","","","Cuba Sign Sports Agreement","507 words"," Africa News","","",
"","","","Military Fears Role in Nigeria's Isolation","694 words"," Africa News","","",
"","","","Huge Drop in Coffee Production","414 words"," Africa News","","",
"","","","Civic Groups Plan Anti-constitution Protests","800 words"," Africa News","","",
"","","","Terrorism Conference Proposed","374 words"," Africa News","","",
"","","","Red Alert On Conflict In Burundi And Rwanda","1174 words"," Africa News","","",
"","","","Man Saves Wife From Crocodile, Tarzan Style","507 words"," Africa News","","",
"","","","Executions, The Last Straw?","1187 words"," Africa News","","",
"","","","Envoys Recalled In Retaliation","494 words"," Africa News","","",
"","","","Brazzaville Taxi Drivers End Strike","294 words"," Africa News","","",
"","","","Commonwealth Sanctions Protested","1187 words"," Africa News","","",
"","","","Racism Still Thriving","574 words"," Africa News","","",
"","","","Abacha Replies To Critics","600 words"," Africa News","","",
"","","","Voters Cast Ballots in Presidential Elections","760 words"," Africa News","","",
"","","","Asylum Seekers Suffer as Britain Imposes Visa","907 words"," Africa News","","",
"","","","Former President Jimmy Carter on African Tour","467 words"," Africa News","","",
"","","","Abacha Marks Two Years in Troubled Seat","1000 words"," Africa News","","",
"","","","Opposition Disputes First Algerian Election Results","454 words"," Africa News","","",
"","","","Trading on Stock Exchange Depressed","280 words"," Africa News","","",
"","","","New Labour Policy Protested","267 words"," Africa News","","",
"","","","Food Needs Revised in 12 Nations","520 words"," Africa News","","",
"","","","OAU Satisfied With Algerian Elections","467 words"," Africa News","","",
"","","","Government Endorses Carter's Mediation","614 words"," Africa News","","",
"","","","Anti-Poaching Campaign Stepped Up","667 words"," Africa News","","",
"","","","Widespread Rains in Midlands","360 words"," Africa News","","",
"","","","Dakar Hosts Workshop on Water Sources","374 words"," Africa News","","",
"","","","Grain-Eating Birds Wipped Out In Amhara State","294 words"," Africa News","","",
"","","","FIFA Suspends Five African Players, Coaches.","414 words"," Africa News","","",
"","","","Liberian is African Footballer of The Year","307 words"," Africa News","","",
"","","","Scientist Produces AIDS Drug","360 words"," Africa News","","",
"","","","Cabinet Reshuffled","227 words"," Africa News","","",
"","","","Refugees To Petition Francophonie Summit","414 words"," Africa News","","",
"","","","Third Bank Collapses In Six Months","574 words"," Africa News","","",
"","","","Purge Fever Grips Civil Servants","400 words"," Africa News","","",
"","","","Opposition Parties Press for Chiluba Citizenship Probe","774 words"," Africa News","","",
"","","","(DOCUMENT) Death Sentence for Activists Draws Fire","1987 words"," Africa News","","",
"","","","Two Million Work in Informal Sector","294 words"," Africa News","","",
"","","","Gold Mining No Longer Glitters","1867 words"," Africa News","","",
"","","","South Africa Oil Deal On The Back Burner","1000 words"," Africa News","","",
"","","","Review: Accumulated Horror of the Black Diaspora","1254 words"," Africa News","","",
"","","","No Voter Apathy, But Plenty of Poll Errors","1187 words"," Africa News","","",
"","","","Donors Warn Of Strife as Government Prepares for Elections","427 words"," Africa News","","",
"","","","Youths Push Wheelbarrows For A Living","920 words"," Africa News","","",
"","","","Kaunda: UNIP Planned Privatisation Before MMD","507 words"," Africa News","","",
"","","","(DOCUMENT) Appeal for Jailed Journalist","307 words"," Africa News","","",
"","","","(DOCUMENT) New Exhibit to Feature International Photo Retrospective","774 words"," Africa News","","",
"","","","(DOCUMENT) African Sculpture Exhibit Opens","667 words"," Africa News","","",
"","","","Africa Auto Contest Returns To Uganda","894 words"," Africa News","","",
"","","","Ethiopian Head Challenges Uganda President","1520 words"," Africa News","","",
"","","","Presidential Hopefuls To Get Shs 10 Million Each","1294 words"," Africa News","","",
"","","","Athlete Might Face Ban From City Club","307 words"," Africa News","","",
"","","","'Coach Poulsen Is Killing Zambia!'","547 words"," Africa News","","",
"","","","The Problem Is With MMD And Not Nikuv","414 words"," Africa News","","",
"","","","Israeli Firm Undermines Integrity Of Polls","614 words"," Africa News","","",
"","","","Democracy Cannot Survive In Poverty","987 words"," Africa News","","",
"","","","Local Mac Leads the Pack","600 words"," Africa News","","",
"","","","Truth Commission Nominees in the Dock","960 words"," Africa News","","",
"","","","Succession Struggle Begins at Largest Newspaper","1467 words"," Africa News","","",
"","","","Doubts over Mandela's Security","1427 words"," Africa News","","",
"","","","Catholic Bishop Says "No" To Presidency","960 words"," Africa News","","",
"","","","Religious Committee Censures State Council","1227 words"," Africa News","","",
"","","","Delay In Setting Up UN Tribunal Office","627 words"," Africa News","","",
"","","","Thousands Flee Ethnic Backlash After Poll","880 words"," Africa News","","",
"","","","Rebels Say They Attacked Government Forces","654 words"," Africa News","","",
"","","","(DOCUMENT) Statement By Archbishop Tutu on Nigerian Executions","240 words"," Africa News","","",
"","","","Decent Housing A Dream For South Africa's Blacks","1480 words"," Africa News","","",
"","","","Were Elections Free And Fair In Zanzibar?","1547 words"," Africa News","","",
"","","","Scholar Traces Roots Of Rwanda's Patriotic Front","1880 words"," Africa News","","",
"","","","Ruling Party Wins In Zanzibar Election","680 words"," Africa News","","",
"","","","African Inland Church Celebrates 100 Years","747 words"," Africa News","","",
"","","","Churches Asked To Help Youth Exploit Talents","654 words"," Africa News","","",
"","","","Violence Mars Bedie's Election As President","747 words"," Africa News","","",
"","","","Tutu Asks Rich Nations To Forgive Poor Debtors","760 words"," Africa News","","",
"","","","Mobutu Says Refugees Can Stay In Zaire","827 words"," Africa News","","",
"","","","Mandela's ANC Wins Local Elections","1000 words"," Africa News","","",
"","","","Churches Ask All Parties To Maintain Peace","800 words"," Africa News","","",
"","","","NGO Says Slavery Continues","854 words"," Africa News","","",
"","","","Yitzhak Rabin: Tribute To A Man Of Peace","707 words"," Africa News","","",
"","","","Church Vows To Fight Rising Crime","574 words"," Africa News","","",
"","","","Turmoil As Hundreds Die In Fresh Violence","974 words"," Africa News","","",
"","","","Donors Pledge $45 Million (US Dollars)","1054 words"," Africa News","","",
"","","","Dutch Reformed Church Unity Talks Coming","640 words"," Africa News","","",
"","","","Condom Campaign Angers Uganda's Catholic Archbishop","2054 words"," Africa News","","",
"","","","Church Group Says Reconciliation Can Heal","1534 words"," Africa News","","",
"","","","Military Tricksters That Never Give Up","2507 words"," Africa News","","",
"","","","President's Remarks on Rwanda Tribunal Criticized","1240 words"," Africa News","","",
"","","","New Religious Tension Mounts","974 words"," Africa News","","",
"","","","New Constitution Curtails Presidential Powers","867 words"," Africa News","","",
"","","","Youth Unemployment at 2.5 Million","467 words"," Africa News","","",
"","","","Soccer: Nigeria Out, Zimbabwe Challenges","1200 words"," Africa News","","",
"","","","Murdoch May Take Stake in Satellite Deal","814 words"," Africa News","","",
"","","","U.S. Sale Puts Platinum Price Under Scrutiny","840 words"," Africa News","","",
"","","","Bankruptcy Fears for Winnie Mandela","227 words"," Africa News","","",
"","","","Court Loss Casts Light on Winnie Mandela","1227 words"," Africa News","","",
"","","","Mandela's Serious Miscalculation","1640 words"," Africa News","","",
"","","","Saro-Wiwa Friend: 'You can't blame Mandela'","640 words"," Africa News","","",
"","","","Pretoria Tries to Explain Ogoni Blunder","1987 words"," Africa News","","",
"","","","Soccer Team Prepares for Nations Cup","854 words"," Africa News","","",
"","","","Rwanda And Burundi Confirm Participation In Soccer Cup","680 words"," Africa News","","",
"","","","Tutu Censors African Leaders On Corruption","960 words"," Africa News","","",
"","","","Church Coalition Group Intervenes For NGOs","880 words"," Africa News","","",
"","","","White Maize Exported To Southern Africa","680 words"," Africa News","","",
"","","","(Document) Senate Bill Calls for Nigeria Sanctions","1454 words"," Africa News","","",
"","","","The Belated Din That "Drowned" Saro-Wiwa","2107 words"," Africa News","","",
"","","","Catholics Establish Outstanding Institution Of Fine Arts","1347 words"," Africa News","","",
"","","","UN Reports On Human Rights Abuses","2294 words"," Africa News","","",
"","","","Christian Communicators Launch Research Project","854 words"," Africa News","","",
"","","","Church Workers Propose Committee For Uprooted People","774 words"," Africa News","","",
"","","","Church Council Denies Report On Sackings","907 words"," Africa News","","",
"","","","Peace Talks Resume Boosting Churches' Efforts","574 words"," Africa News","","",
"","","","Election Boycott Alliance Collapses","827 words"," Africa News","","",
"","","","Churches Want Own Radio and Newspaper","654 words"," Africa News","","",
"","","","Two Countries Join Commonwealth Club","1280 words"," Africa News","","",
"","","","French Catholic Nun Killed In Algeria","960 words"," Africa News","","",
"","","","My Sacking A 'Blessing', Says Bamfuchile","307 words"," Africa News","","",
"","","","Confusion Marks 1st Leg Of Basketball Championship","480 words"," Africa News","","",
"","","","South Africans Dominate Tennis Seedings","600 words"," Africa News","","",
"","","","(he Government Criticised Over Nigeria's Action","454 words"," Africa News","","",
"","","","Nkumbula's Accident Attracts Amnesty's Attention","467 words"," Africa News","","",
"","","","Government Criticised Over Waste Of Donor Funds","1054 words"," Africa News","","",
"","","","Editorial: Little World Attention As Rights Deteriorate","974 words"," Africa News","","",
"","","","Khartoum Plans Yet Another Dry Season Military Offensive","1680 words"," Africa News","","",
"","","","National AIDS Plan Emphasizes Prevention, Education","187 words"," Africa News","","",
"","","","Africa To Benefit From New Telecom Technology","320 words"," Africa News","","",
"","","","Tunisia Participates At Barcelona Conference","254 words"," Africa News","","",
"","","","'The Post Being Used By Kaunda'","774 words"," Africa News","","",
"","","","United States and Africa Be Open, the United States Tells Zambia","1387 words"," Africa News","","",
"","","","Africa-at-Large New Interest in Zebu Cattle Emerging","534 words"," Africa News","","",
"","","","Africa-at-Large Renewed Fight Against River Blindness","1094 words"," Africa News","","",
"","","","Nigeria City Dwellers Run High Pollution Risk","627 words"," Africa News","","",
"","","","Africa-at-Large Researchers Isolate Immune System Chemicals That Fight Aids","867 words"," Africa News","","",
"","","","Africa-at-Large Weekly Press Review","614 words"," Africa News","","",
"","","","Africa-at-Large Southern Africa In New Anti-Malaria Drive","414 words"," Africa News","","",
"","","","Africa-at-Large Francophone Leaders Arrive For Summit","360 words"," Africa News","","",
"","","","Nigeria Britain Says Oil Embargo is Possible","240 words"," Africa News","","",
"","","","Burund Moderate Hutus Assassinated In Northern Burundi","467 words"," Africa News","","",
"","","","Africa-at-Large ECA to Revitalise Itself","334 words"," Africa News","","",
"","","","Mauritania- Union of Arab Chemists Expells Country","187 words"," Africa News","","",
"","","","Sudan Women Reluctant To Use Contraceptives","160 words"," Africa News","","",
"","","","Africa-at-Large Francophone Summit To Play Greater Role","227 words"," Africa News","","",
"","","","Ghana Cedi Makes Big Gains At Open Exchange Counters","334 words"," Africa News","","",
"","","","Nigeria Naira Comes Under Pressure","254 words"," Africa News","","",
"","","","South Africa European Union Funds Projects","146 words"," Africa News","","",
"","","","Africa-at-Large Trade With Germany Stagnates","494 words"," Africa News","","",
"","","","Rwanda U.S. Wants to Extend U.N. Mission","454 words"," Africa News","","",
"","","","South Africa U.S. Vice President in South Africa","294 words"," Africa News","","",
"","","","Zambia Hooliganism Seaps into Soccer","747 words"," Africa News","","",
"","","","Africa-at-Large Weekly Press Review","1014 words"," Africa News","","",
"","","","South Africa Multi-Million-Dollar Pact Signed With Taiwan","214 words"," Africa News","","",
"","","","South Africa Stock Exchange Hits New High","294 words"," Africa News","","",
"","","","Nigeria Nigerian Crisis Weakens African Unity","840 words"," Africa News","","",
"","","","Guinea Islamic Ministerial Conference Opens in Conakry","307 words"," Africa News","","",
"","","","South Africa Political Killings Drop Sharply","360 words"," Africa News","","",
"","","","Zambia Ruling Party Postpones Convention","494 words"," Africa News","","",
"","","","South Africa New Pact Signed With Cuba","254 words"," Africa News","","",
