"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Alide Dasnois, Cape Argus (Cape Town)","","","Business and Finance;SA gets tough with EU on farm goods exclusion","494 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Nat rulers never ordered assassinations, insists FW","414 words"," Africa News","","",
"Andrea Weiss, Cape Argus (Cape Town)","","","South Africa;Ambulance crews admit: It's a mess","547 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; Albright: U.S. to 'Keep Pursuing' Zaire Peace","387 words"," Africa News","","",
"Africa News Service","","","Zaire;Kabila Balks at Transition Plan","560 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. on Zaire: 'A problem of huge dimensions'","3080 words"," Africa News","","",
"Africa News Service","","","Zaire;Kabila Gives Mobutu Until Monday","827 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Business and Finance;Kudu plan 'won't scuttle' Govt romance with Epupa","814 words"," Africa News","","",
"Absalom Shigwedha, The Namibian (Windhoek)","","","Namibia;Massive shopping centre for Katutura","454 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Namibia;Kudu plan 'won't scuttle' Govt romance with Epupa","814 words"," Africa News","","",
"Ndaba Nyoni, PANA Correspondent, Panafrican News Agency","","","Science and Health;Zimbabwe Peasants Gain From Elephant Culling","1427 words"," Africa News","","",
"Olu Sarr, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Africa Weekly Press Review","1414 words"," Africa News","","",
"Panafrican News Agency","","","West Africa;Benin, Ghana, Togo Meet On Togolese Refugees","307 words"," Africa News","","",
"Panafrican News Agency","","","Zaire;Meet Kabila, Mobutu's Long Sworn Enemy","1107 words"," Africa News","","",
"Musengwa Kayaya, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Chiluba Says He Will Not Groom Successor","347 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Uganda Shifts Its Mission From Zaire","387 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;TRC to name 41 cadres executed in Angola camps","294 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Shame on you Cape Town (Editorial)","494 words"," Africa News","","",
"Sabata Ngcai, Cape Argus (Cape Town)","","","South Africa;Crisis in Khayelitsha as pupils, teachers revolt","760 words"," Africa News","","",
"David Yutar, Cape Argus (Cape Town)","","","Arts and Entertainment;Lungile Jacobs: even a full-time career can't stop the music","1320 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Controversial Crossroads strongman summoned","374 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;We'll get to bottom of Lubowski spy claim, says Boraine","294 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Imports threaten SA shoe industry's survival","667 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Olympic Bid: Nats accuse ANC","120 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Freed - but bungle kept 10 in jail","240 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;We told FW about abuses by his forces, says Tutu","534 words"," Africa News","","",
"Hugh Robertson, Cape Argus (Cape Town)","","","South Africa;Nats declare war on TRC","960 words"," Africa News","","",
"Mark Lamport-Stokes, Mail And Guardian (Johannesburg)","","","Sports - General;Golf: Playing to empty galleries","1654 words"," Africa News","","",
"Andrew Muchineripi, Mail And Guardian (Johannesburg)","","","Sports - Soccer;South Africa: Pirates, Cosmos face Zimbabwe invasion","1027 words"," Africa News","","",
"Jim White, Mail And Guardian (Johannesburg)","","","Sports - Soccer;South Africa: Can king of cool rule the FA Cup?","2467 words"," Africa News","","",
"Gustav Thiel, Mail And Guardian (Johannesburg)","","","Sports - General;South Africa: A World Cup boost for cycling","720 words"," Africa News","","",
"Steve Morris, Mail And Guardian (Johannesburg)","","","Sports - General;Rugby: Lions hunt wounded Springboks","1960 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Book Review: No duds among women's works","854 words"," Africa News","","",
"Julie Barker, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Theatre of the mine","787 words"," Africa News","","",
"Hazel Friedman, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Back to basics","987 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;DOWN The TUBE","680 words"," Africa News","","",
"Maria McCloy, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Homeboy style","1174 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Durban poison","1280 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;Inheritor-friendly heritage","1147 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Arts and Entertainment;The display of taboos","880 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: It's business on the Net","2120 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Paying the price for music","907 words"," Africa News","","",
"Hein Marais, Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: Is the RDP mutating ...","1480 words"," Africa News","","",
"Gavin Lewis, Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: ... or just slow off the mark","1107 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: A pittance for 34 years","1214 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;Esops: Fact or fable","3934 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Business and Finance;South Africa: From shop floor to trading floor","1534 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","Sports - General;SA's latest world champion","1974 words"," Africa News","","",
"Ann Eveleth, Mail And Guardian (Johannesburg)","","","South Africa;Inkatha turns a blind eye to amnesty","947 words"," Africa News","","",
"Jim Day, Mail And Guardian (Johannesburg)","","","South Africa;Eugene hangs seniors out to dry","974 words"," Africa News","","",
"Eddie Koch, Mail And Guardian (Johannesburg)","","","South Africa;Military 'third force' walks free (Commentary)","1134 words"," Africa News","","",
"Jim Day, Mail And Guardian (Johannesburg)","","","South Africa;Fewer blacks studying to be doctors","694 words"," Africa News","","",
"Marion Edmunds, Mail And Guardian (Johannesburg)","","","South Africa;No action on rape courts angers Kahn","654 words"," Africa News","","",
"Ferrial Haffajee, Mail And Guardian (Johannesburg)","","","South Africa;Sparks to light fire under TV news","587 words"," Africa News","","",
"Stefaans BrUmmer, Mail And Guardian (Johannesburg)","","","Zaire;Guns of war fade to the rustle of money","1654 words"," Africa News","","",
"Maria McCloy, Mail And Guardian (Johannesburg)","","","Arts and Entertainment;'I'm gonna vibe them'","694 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Mabuza farm deal probed","987 words"," Africa News","","",
"Ann Eveleth, Mail And Guardian (Johannesburg)","","","South Africa;'Why can't they go back to Soweto?'","667 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Give us back our land, whites tell Makwetu","1214 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;'Marshall Plan' is needed in Alex","880 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Waiting for the caterpillars ...","600 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Homeless find a home in the Hills","920 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;A human flood is drowning Gauteng","2000 words"," Africa News","","",
"Mail & Guardian Reporter, Mail And Guardian (Johannesburg)","","","South Africa;Mxenge murder: Three guilty","427 words"," Africa News","","",
"Stefaans BrUmmer, Mail And Guardian (Johannesburg)","","","Zaire;Kabila threatens to storm Kinshasa","560 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Interns receive call-up alert","1040 words"," Africa News","","",
"Mail And Guardian (Johannesburg)","","","South Africa;Emergency laws won't end crime","1440 words"," Africa News","","",
"Conference Towards a Landmine-Free Africa","","","Africa-at-Large;African Groups Urge Governments To Ban & Clear Landmines","907 words"," Africa News","","",
"White House","","","United States and Africa; Clinton Praises Mandela's Zaire role","254 words"," Africa News","","",
"U.S. Agency for International Development (USAID)","","","United States and Africa; Consolidated Great Lakes Report No. 35","5147 words"," Africa News","","",
"Jabu Matsebula, African Eye News Service (South Africa)","","","Swaziland;Senate threatens to close newspaper over insult to King","694 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;National Parks Board chairman investigated by special unit","1000 words"," Africa News","","",
"Lucky Ngomane, African Eye News Service (South Africa)","","","South Africa;Cattle rustlers appear, despite torching court house","560 words"," Africa News","","",
"Africa News Service","","","Zaire;Mobutu Relinquishes the Helm, Peace Hopes Rise","947 words"," Africa News","","",
"U.S. Department of Defense","","","United States and Africa; Pentagon: Status Report On Anti-Personnel Landmines","960 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. Welcomes Mobutu's Departures, Urges Elections","3294 words"," Africa News","","",
"Human Rights Watch (New York)","","","Africa-at-Large; Human Rights Watch Calls for Mine Free Southern; Africa","1094 words"," Africa News","","",
"White House","","","United States and Africa; Clinton Supports Ban on Anti-Personnel Landmines","2347 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Business and Finance;Banks Should Be Wary of lending for Real Estate Development","2054 words"," Africa News","","",
"Dr Richard Parkhurst, Addis Tribune (Addis Ababa)","","","Ethiopia;Italy Promises to Return Obelisk Within the Year","2334 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Eritrea;Eritrea Accused of Being Behind attack on Sudan","214 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Exports Earn Over 313 Mln. Birr","120 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Ethiopia to Purchase 50,000mt of Fertilizer","107 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Mining In Ethiopia Becomes a Glowing Prospect","334 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Dergue Officials Charged of Gassing","253 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Borena Faces Severe Water Shortage","147 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Science and Health;WHO Awards Prizes to Two Ethiopian Health Specialists","347 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Ethiopia Needs to Develop Archaeological Explorations","440 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Behavourial Change Needed to Stop AIDS","120 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;"France 2000" Opens at Addis Exhibition Centre","1294 words"," Africa News","","",
"Tamrat Bekele, Addis Tribune (Addis Ababa)","","","Ethiopia;The Right To Know (Editorial)","320 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Human Rights Council Says Rent Increases Illegal","374 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Business and Finance;Commercial Bank of Ethiopia Controls 93% of Market","747 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Business and Finance;Prime Minister Says Deflation, Not Inflation in Ethiopia","1627 words"," Africa News","","",
"Government of France","","","Zaire; France: Statement On Zaire","334 words"," Africa News","","",
"Mbakouo, PANA Correspondent, Panafrican News Agency","","","Zaire;Brazzaville Keeps Calm on Zaire","574 words"," Africa News","","",
"Panafrican News Agency","","","Burkina Faso;Ruling Party Wins Landslide Victory","267 words"," Africa News","","",
"Paul Ejime,, PANA Staff Correspondent, Panafrican News Agency","","","Liberia;Liberian Political Leaders Confer With Abacha","374 words"," Africa News","","",
"Panafrican News Agency","","","Chad;President Deby Appoints New Prime Minister","160 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Ghana Bourse Closes Week In Active Trading","587 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;No love lost amongst Mpumalanga's license kings","894 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Whistle blower stands to loose house after salary is cut","654 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;MEC prefers luxury hotels to his own home","1614 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 20 - Africa (05/16)","2920 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; 'Bury Indignation and Work Together,' Truth Member; Appeals","1414 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; ANC on the Withdrawal of the NP from the TRC","667 words"," Africa News","","",
"Africa News Service","","","Zaire;Kabila Claims Power, Calls for Peace","560 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;News in Brief","680 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Addis Conference supports indigenous communication","467 words"," Africa News","","",
"Panafrican News Agency","","","Sudan;Sudan Says It Frees 80 Political Detainees","334 words"," Africa News","","",
"Panafrican News Agency","","","Africa;First African Conference On Land Mines Opens Monday","267 words"," Africa News","","",
"Panafrican News Agency","","","Zaire;O.A.U Leader Says He Confident Of Democracy In Zaire","374 words"," Africa News","","",
"Robert Mbakouo, PANA Correspondent, Panafrican News Agency","","","Congo;Congo Welcomes Mobutu Fall","387 words"," Africa News","","",
"Panafrican News Agency","","","Sports - Soccer;Zambia Suspends Its Soccer Boss","240 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Swaziland; Newspaper Reports Government Ban On Advertising","934 words"," Africa News","","",
"APS Correspondent Beatrice Akinyi, All Africa Press Service","","","East Africa;Food Crisis Prevails Despite Falling Rain","1267 words"," Africa News","","",
"APS Writer Osman Njuguna, All Africa Press Service","","","Mozambique;Mozambican Church Embarks On Demilitarization Programme","1587 words"," Africa News","","",
"APS Correspondent Luke Odhiambo, All Africa Press Service","","","Rwanda;Two Catholic Priests, Nun Among 31 Killed In Rwanda","2334 words"," Africa News","","",
"All Africa Press Service","","","Sierra Leone;Troops Attempt To Flush Out Rebels","907 words"," Africa News","","",
"All Africa Press Service","","","Algeria;Algerian Key Candidates Killed Prior To Elections","534 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Sudan's Military Rulers To Free Detainees","894 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Catholics Bring Objections To Habitat Agenda","707 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Africans Urged Not To Despair","907 words"," Africa News","","",
"All Africa Press Service","","","Uganda;American Still Vicar Of Troubled Ugandan Diocese","574 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;APS Requires New Executive Director","534 words"," Africa News","","",
"All Africa Press Service","","","Ghana;Mennonite Church Inducts New Moderator;Africa-at-Large","400 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Chipenda Challenges Church Refugee Workers","800 words"," Africa News","","",
"All Africa Press Service","","","Rwanda;Distressing Welcome For Refugees Returning To Rwanda","934 words"," Africa News","","",
"Panafrican News Agency","","","Burundi;Nyerere Reportedly Dropped As Burundi Mediator","760 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","Zaire;South Africa Recognises Kabila","414 words"," Africa News","","",
"Panafrican News Agency","","","Southern Africa;Interpol Arms Africans, With Knowledge, To Take On Criminals","520 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Mandela, Mugabe Welcome Peaceful Change In Zaire","374 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;ZSE Slips Despite Central Bank Move","214 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;West Africa Establishes Committee On Wetlands Management","280 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Liberia;West African Ministers Meet On Liberia","507 words"," Africa News","","",
"Congress of South African Trade Unions (COSATU)","","","Business and Finance; Shilowa: Government Job Policy 'Disappointing'","5267 words"," Africa News","","",
"South African Communication Service","","","South Africa; Minister Omar: 'National Party, not TRC in Crisis'","694 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara;Sahara Weekly News Update (05/11 - 05/18)","1147 words"," Africa News","","",
"Staff Writer, The Insider (Harare)","","","Science and Health;Ivory: Is Zimbabwe Fighting A Losing Battle?","747 words"," Africa News","","",
"Charles Rukuni, The Insider (Harare)","","","Business and Finance;Journalists And Criticism (Column)","787 words"," Africa News","","",
"Staff Writer, The Insider (Harare)","","","Business and Finance;Shava, Kadhani For Zimpapers Post?","907 words"," Africa News","","",
"Staff Writer, The Insider (Harare)","","","Swaziland;Confusion In Swaziland","414 words"," Africa News","","",
"Staff Writer, The Insider (Harare)","","","Business and Finance;Mandela Buys Graca R2.1 Million House","374 words"," Africa News","","",
"Staff Writer, The Insider (Harare)","","","Business and Finance;Illegal Immigrants Continue To Dog South Africa","840 words"," Africa News","","",
"Staff Writer, The Insider (Harare)","","","Business and Finance;Edgars Zimbabwe Boosts Turnover For Edgars SA","640 words"," Africa News","","",
"Staff Writer, The Insider (Harare)","","","Business and Finance;Zimbabwe: Commodity Briefs","214 words"," Africa News","","",
"Staff Writer, The Insider (Harare)","","","Business and Finance;Dairibord Zimbabwe To Be Privatised Next Month","187 words"," Africa News","","",
"Staff Writer, The Insider (Harare)","","","Business and Finance;Zimbabwe Economy: Nothing to Smile About","587 words"," Africa News","","",
"Charles Rukuni, The Insider (Harare)","","","Business and Finance;Zimbabwe Stock Exchange Slumps As Interest Rates Rise","1214 words"," Africa News","","",
"Charles Rukuni, The Insider (Harare)","","","Zimbabwe;Soldier Claims He Was Raped Three Times By ex-President","3334 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Ruling for The Post 401 Edition Set","427 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Namibia; MISA Opposes Namibia's Licensing Bill","1014 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Attack by ANC unit left child deaf, says dad","654 words"," Africa News","","",
"Chene Blignaut, Cape Argus (Cape Town)","","","Business and Finance;W Cape hotels in ruthless head-hunting battle","1094 words"," Africa News","","",
"Cape Argus (Cape Town)","","","Sports - General;When the Lions tour (Editorial)","520 words"," Africa News","","",
"Don Lilford, Cape Argus (Cape Town)","","","Arts and Entertainment;Tom Morton: a whisky connoisseur with a taste for adventure","1627 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Syfrets aims to pump up profit in new year","574 words"," Africa News","","",
"Joseph Aranes, Cape Argus (Cape Town)","","","South Africa;Black police fear 'Broeder' cabal is running SAPS","667 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Plichta accused of aggravating TransNamib's precarious state","627 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Thieves put Namibia offline","360 words"," Africa News","","",
"Staff Reporter, The Namibian (Windhoek)","","","Namibia;Namibia shuts out Truth Commission","280 words"," Africa News","","",
"Absalom Shigwedha, The Namibian (Windhoek)","","","Namibia;Nanso hot under the collar over Nacos strike threat","734 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Legal fight looms over Prisons plans","1720 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S.: 'Congo, No Longer Zaire'","3160 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. Welcomes 'Minimal Disorder' in Zaire Transition","187 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. Welcomes Progress on Refugees in Zaire","507 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Charcoal-burners devastate natural forest","146 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Kalub Gas signs agreement with Chinese enterprise","360 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopia, South Africa sign cooperation agreements","414 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Nation's economic performance reported","320 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Land reform promotes extension, MPs say","467 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Nigeria business delegation in Addis to promote cooperation","214 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;News in Brief","1200 words"," Africa News","","",
"Dumisane Lubisi, African Eye News Service (South Africa)","","","South Africa;Nelspruit council boosts subsistance farmers","360 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Press praised for role in uncovering government corruption","787 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Police burn coffin at commissioner's mock funeral","240 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; Sudan's Saddiq Al Mahdi To See Assistant Secretary Moose","1252 words"," Africa News","","",
"U.S. Department of State","","","United States and Africa; U.S. Hopes for Meeting Between Kabila and Ambassador","1894 words"," Africa News","","",
"Panafrican News Agency","","","Zaire;Kofi Annan Calls For Inclusive Government","347 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Ethiopia;Striking Shopkeepers In Addis Ababa Face Eviction","587 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Business Leaders Meet On Southern African Economy","374 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;African Activists Lobby For Ban On Land Mines","454 words"," Africa News","","",
"Innocent Madawo, PANA Correspondent, Panafrican News Agency","","","Zimbabwe;Double Attraction As Mandela Visits Monument","587 words"," Africa News","","",
"Panafrican News Agency","","","Zaire;Zairian Embassy Staff Celebrate Ouster Of Mobutu","614 words"," Africa News","","",
"Conference Towards a Landmine-Free Africa","","","Africa-at-Large; Call For Separation Of Mine Clearance & Arms Industries","374 words"," Africa News","","",
"Conference Towards a Landmine-Free Africa","","","Africa-at-Large; Survivors Speak Out On OAU Conference On Landmines","667 words"," Africa News","","",
"Conference Towards a Landmine-Free Africa","","","Africa-at-Large; Africa Landmine Meeting Opened by Vietnam Vet","1774 words"," Africa News","","",
"Ethiopian Human Rights Council","","","Ethiopia; Council Charges Police With Human Rights Leader's;Murder","2454 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Swaziland; Times Of Swaziland Manager Summoned To Royal Court","787 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;South Africa's role in Zaire (Leader)","467 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Witnesses 'frightened to reveal police collusion'","467 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;TRC: 'It was a pikkie against a gun'","547 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;TRC: SDU leader recalls battle with cops","494 words"," Africa News","","",
"Andrea Weiss, Cape Argus (Cape Town)","","","Science and Health;Cape Town could save a whole dam","307 words"," Africa News","","",
"Gorry Bowes-Taylor, Cape Argus (Cape Town)","","","Business and Finance;Windup radios: helping the disabled overcome handicaps","1227 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;TRC: Gunmen who hid in crates face a few surprises","240 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;Sun Air says sky's the limit","494 words"," Africa News","","",
"Ashley Smith, Cape Argus (Cape Town)","","","South Africa;Highway robbers hit Cape Town's N2","560 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Nelspruit builds ties with Mozambican neighbor","294 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","Business and Finance;Real Estate: From farming town to metropolis","2107 words"," Africa News","","",
"Sharon Hammond, African Eye News Service (South Africa)","","","South Africa;Civil servants moved from hotels into government hostel","440 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;20 000 residents in the dark after not paying bills","427 words"," Africa News","","",
"Banele Ginindza, African Eye News Service (South Africa)","","","Business and Finance;Telephone Modernisation Drive Announced by Swaziland","1307 words"," Africa News","","",
"Chrispin Inambao and Jean Sutherland, The Namibian (Windhoek)","","","Namibia;Prison plan erodes Namibia-US pact","1094 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Hubschle whitewash feared","627 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Farmworkers 'still not free'","654 words"," Africa News","","",
"Christof Maletsky, The Namibian (Windhoek)","","","Namibia;Hampie's Swapo 'squeeze' rebutted","534 words"," Africa News","","",
"Council On Foreign Relations (New York)","","","United States and Africa; Experts Urge Clinton To Adopt New Africa Policy","414 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;News in Brief","1387 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Amhara Council holds first conference","694 words"," Africa News","","",
"Alemshet Kebede, Ethiopian News Agency","","","Ethiopia;Sino-Ethiopian cooperation agreement signed","507 words"," Africa News","","",
"Myrna Robins, Cape Argus (Cape Town)","","","Arts and Entertainment;Thais bring spice to Cape Town restaurant scene","1738 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;'Trojan Horse' tactic used in other ops, ex-cop tells TRC","467 words"," Africa News","","",
"Alide Dasnois, Cape Argus (Cape Town)","","","Business and Finance;SA Parliament examines protection for policyholders","734 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;'I strangled hens to shut them up as I hid from cops'","267 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Readers were denied "Trojan' truth, says journalist","454 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Former editor defends Trojan Horse coverage","467 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;TRC told Groote Schuur was off-limits to victims","254 words"," Africa News","","",
"Johan Schronen and Jermaine Craig, Cape Argus (Cape Town)","","","South Africa;Pollsmoor keeps jailbreak secret","747 words"," Africa News","","",
"Sampie Terreblanche, Cape Argus (Cape Town)","","","South Africa;The Nats' party is over - with a whimper","1760 words"," Africa News","","",
"Jermaine Craig, Cape Argus (Cape Town)","","","South Africa;'Olympics can overcome our city's shame'","440 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Help this highway (Editorial)","467 words"," Africa News","","",
"Jean Sutherland, The Namibian (Windhoek)","","","Namibia;Ambulance 'dumps' accident victim","414 words"," Africa News","","",
"Staff Reporter, The Namibian (Windhoek)","","","Namibia;Namibia recognises Kabila's govt","360 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Caprivi chief fears 'palace coup'","1000 words"," Africa News","","",
"Conrad Angula, The Namibian (Windhoek)","","","Sports - Soccer;Namibia announces unchanged squad for Tanzania","760 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Business and Finance;Great potential in SA for Namibia's Kudu gas","427 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Liberia;UN Offers Observers for Liberian Election, Probably in July","534 words"," Africa News","","",
"Panafrican News Agency","","","Zaire;COMESA To Cooperate With Kabila's Government","160 words"," Africa News","","",
"Panafrican News Agency","","","Angola;Ship Carrying Weapons Arraigned In Cabinda","374 words"," Africa News","","",
"Panafrican News Agency","","","Congo;Brazzaville Police Arrest Four British Soldiers","240 words"," Africa News","","",
"Panafrican News Agency","","","Southern Africa;Mandela Warns Summit Against Selfishness","640 words"," Africa News","","",
