"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"Chris Taylor, Mail and Guardian (Johannesburg)","","","Sports - Soccer;Zico's boys from Brazil","1387 words"," Africa News","","",
"Andrew Muchineripi, Mail and Guardian (Johannesburg)","","","Sports - General;SOCCER: The hardest coaching job in Africa","894 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Sports - General;Women vaulters finally crack glass ceiling","1067 words"," Africa News","","",
"Jon Swift, Mail and Guardian (Johannesburg)","","","Sports - General;CRICKET: The right blend to beat the crisis","1534 words"," Africa News","","",
"Julian Drew, Mail and Guardian (Johannesburg)","","","Sports - General;Now the race for votes","1454 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Farewell to CNA award","1387 words"," Africa News","","",
"Thomas Mallon, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Power to transfigure","680 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;CULTURAL SUSHI","760 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Portrait of a woman","1734 words"," Africa News","","",
"Maria McCloy, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;DESIGN OF THE WEEK","307 words"," Africa News","","",
"Shaun de Waal, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;POP ON CD: Back to earth","480 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Almost an explosion","1147 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Trust no one, deny everything","1734 words"," Africa News","","",
"Gavin Dudley, Mail and Guardian (Johannesburg)","","","Business and Finance;Countdown to zero","547 words"," Africa News","","",
"Dror Eyal, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;May the grey be with you","1694 words"," Africa News","","",
"Swapna Prabhakaran, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Dances with attitudes","1000 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Music for the multi-culture","814 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Theatre out of nothing","1320 words"," Africa News","","",
"Dennis Mair, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa: Capab in crisis","560 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Sports - General;Ethiopia's winners of China relay receive Poor Welcome","133 words"," Africa News","","",
"Dr. Richard Pankhurst, Addis Tribune (Addis Ababa)","","","Ethiopia;A History of Early Twentieth Century Ethiopia (10)","1574 words"," Africa News","","",
"Lissa Pelham, Addis Tribune (Addis Ababa)","","","Business and Finance;Development Guaranteed But When is Enough, Enough?","947 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Business and Finance;A Digest of the Major Economic Statements by PM Meles","2507 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Arts and Entertainment;Theodros Teshome - Ethiopia's New Film-Maker","1080 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Swiss Mission Looks into Ways of Assisting Decentralisation","374 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Ethio-Indian Tie Strengthened After PM's Visit","214 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Black Lion's Director Hopes to Make Further Contribution","254 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Letter: Tourism and Ethiopia","1587 words"," Africa News","","",
"Tamrat Bekele, Addis Tribune (Addis Ababa)","","","Ethiopia;Attacks on the Press (Editorial)","227 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Ethiopia;Gojam Farmers Appeal to Federal Government","294 words"," Africa News","","",
"Our Staff Reporter, Addis Tribune (Addis Ababa)","","","Sports - General;Ethiopia's Haile Set to Dash for a Million","227 words"," Africa News","","",
"Our Economics Correspondent, Addis Tribune (Addis Ababa)","","","Ethiopia;Unorthodox Economics (Rent Hikes by Ethiopian Orthodox Church)","1734 words"," Africa News","","",
"Mzilikazi wa Afrika & Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Massive funeral for assassinated taxi drivers","507 words"," Africa News","","",
"Mzilikazi wa Afrika & Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Disgraced MP begins prison sentence","600 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;International incident brewing over Dolpin Deal","2160 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service (South Africa)","","","South Africa;Mozambique considers formal inquest after hospital fiasco","707 words"," Africa News","","",
"Wilf Nussey, African Eye News Service (South Africa)","","","South Africa;Boards restructured in provincial cost cutting","534 words"," Africa News","","",
"Wilf Nussey, African Eye News Service (South Africa)","","","Business and Finance;Nelspruit could be first town in SA to get casino complex","1080 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 128 on the Great Lakes (03/15-16)","1254 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 130 on the Great Lakes (03/18)","3094 words"," Africa News","","",
"Human Rights Watch (New York)","","","Zaire; Zaire-- Investigate charges of massive abuses of civilians","1614 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Mozambique's Economy Starts To Grow","957 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Air Zimbabwe Pilots, Flight Engineers Continue Strike","400 words"," Africa News","","",
"Panafrican News Agency","","","United States and Africa;Hillary Clinton Arrives In Dakar","467 words"," Africa News","","",
"Panafrican News Agency","","","West Africa;Benin, Burkina Faso, France and Togo Plan Joint War Games","174 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Nigerian Airlines Hike Fares By 100 Percent","294 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Nigeria Ready To Host OAU Trade And Tourism Fair","854 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Africa-at-Large;Conflicts Take Kofi Annan Back To Africa (Analysis)","894 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara;Sahara Weekly News Update (03/10 - 03/16)","507 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Uganda; Humanitarian Situation Report On Uganda (03/15)","4547 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service","","","South Africa;Civic leader shot nine times","307 words"," Africa News","","",
"Justin Arenstein, African Eye News Service","","","South Africa;MPB, Dolphin to finalise controversial contract","440 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Number of elementary school students rises","347 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Unemployment drops from 40 to 30 per cent in Addis","574 words"," Africa News","","",
"Seifu Mahifere, Ethiopian News Agency","","","Ethiopia;Donors agreed to fund social sector projects","440 words"," Africa News","","",
"Kisut G/Egziabher, Ethiopian News Agency","","","Science and Health;Addis Science Faculty Opens Door To Public","454 words"," Africa News","","",
"Benjamin Shabalala, Africans Eye News Service","","","South Africa;Thieves make off with expensive coffins","240 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service","","","South Africa;Police puzzled at how youths escaped","227 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service","","","South Africa;Body of flash flood victim recovered","187 words"," Africa News","","",
"Iain MacDonald, Cape Argus (Cape Town)","","","Arts and Entertainment;David Douglas: chance encounter led to the big, big screen","987 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","South African video dealers go up against distributors","587 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;The Argie turns 140 (Editorial)","347 words"," Africa News","","",
"Lindsay Barnes, Cape Argus (Cape Town)","","","South Africa;Police drown in Khayelitsha's human flood","1680 words"," Africa News","","",
"William-Mervin Gumede and Chene Blignaut, Cape Argus (Cape Town)","","","South Africa;Boesak in city court today","1054 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Truth Panel Sets May 30 Deadline for Media Submissions","520 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 129 on the Great Lakes (03/17)","2374 words"," Africa News","","",
"The World Organisation Against Torture (Geneva)","","","Sudan; Appeal for 31 Detained Sudanese Officer","1134 words"," Africa News","","",
"The World Organisation Against Torture (Geneva)","","","Ethiopia; Appeal for Three Journalists in Detention","707 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;The Week in Brief","587 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Gold Cross stolen from Lalibela Medhanialem Church","400 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Government, Metropolitans urged to act together","907 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance; Ethiopia: Economic Policy Review","2494 words"," Africa News","","",
"Justin Arenstein, African Eye News Service","","","South Africa;Dolphin negotiations nearing completion","547 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Invicta looks set to reap bumper profits","547 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Political row grows over Omar backing for Boesak","414 words"," Africa News","","",
"Don Lilford, Cape Argus (Cape Town)","","","South Africa;Disaster and triumph - and we were there!","1014 words"," Africa News","","",
"Andrea Weiss, Cape Argus (Cape Town)","","","South Africa;Giving street people a goal is the Big Issue (column)","987 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;Due process matters most (Editorial)","387 words"," Africa News","","",
"Joseph Aranes, Cape Argus (Cape Town)","","","South Africa;Taxi war: enough is enough","494 words"," Africa News","","",
"Panafrican News Agency","","","Zaire;Diamond Smuggling Increases In Zaire","174 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Call For An African Language Thesaurus","467 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Zambia;Zambian Journalist Withdraws Apology To Court","480 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Ugandan Coffee Coffee Exports Drop","387 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Abacha Reviews Nigeria's Saturday Council Election","800 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Police In Southern Africa Seize 344 Stolen Cars","334 words"," Africa News","","",
"David Musoke, PANA Correspondent, Panafrican News Agency","","","Business and Finance;Kampala Stock Exchange Opens For Business In Two Months","1080 words"," Africa News","","",
"Panafrican News Agency","","","Zaire;Zairian Parliament Votes For Removal Of Premier","480 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Chissano Dismisses Social Welfare Minister","227 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Health Agency Launches Plan Against Female Circumcision","614 words"," Africa News","","",
"Panafrican News Agency","","","Liberia;Meeting To Discuss Repatriation of Liberians","214 words"," Africa News","","",
"Panafrican News Agency","","","Zaire;Mobutu's Son Takes Refuge In Brazzaville","214 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Parliament To Establish New Elections Commission","467 words"," Africa News","","",
"Ghion Hagos, PANA Staff Correspondent, Panafrican News Agency","","","Ethiopia;Former Ethiopian Deputy Charged With Abuse Of Power","400 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Nigeria Seeks European Countries' Help On Bombings","547 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Court continues hearing testimonies against Derg","494 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Charges filed against former deputy PM, accomplices","174 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Ethiopian mining, energy projects well under way","307 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Investment said promising in Ethiopia","974 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; UN Issues Great Lakes Appeal","680 words"," Africa News","","",
"Amnesty International","","","Zaire; Amnesty: Troops Continue Gross Human Rights Violations","2080 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 131 on the Great Lakes (03/19)","1934 words"," Africa News","","",
"Justin Arenstein, African Eye News Service","","","South Africa;Rural residents realise financial value of conservation","534 words"," Africa News","","",
"Justin Arenstein, African Eye News Service","","","South Africa;Parks Boards learn about accountability the hard way","1507 words"," Africa News","","",
"Justin Arenstein, African Eye News Service","","","South Africa;Dolphin turns out to be more than just Ketan Somaia","467 words"," Africa News","","",
"Justin Arenstein, African Eye News Service","","","South Africa;CEO's career on the line after Dolphin fiasco","1080 words"," Africa News","","",
"Alide Dasnois, Cape Argus (Cape Town)","","","Business and Finance;Sam Montsi: bird breeder who gives black business a flying start","627 words"," Africa News","","",
"Alide Dasnois, Cape Argus (Cape Town)","","","Business and Finance;Empowerment grouping buys stake in Fedics","480 words"," Africa News","","",
"Jermaine Craig, Cape Argus (Cape Town)","","","South Africa;Kensington vagrants get shelter despite protest","440 words"," Africa News","","",
"Johan Schronene and Lindsay Barnes, Cape Argus (Cape Town)","","","South Africa;Top W Cape policemen set to take packages","427 words"," Africa News","","",
"Joseph Aranes, Cape Argus (Cape Town)","","","South Africa;Pagad, marchers with a major mission","1534 words"," Africa News","","",
"Michael Morris, Cape Argus (Cape Town)","","","Sports - General;Ex-mayor upbeat on city's chances in race for 2004","360 words"," Africa News","","",
"Justin Arenstein, African Eye News Service","","","South Africa;Mpumalanga announces its "survival" budget","814 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Communique by Great Lakes Summit","787 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Nigeria;Nigeria Jails Poll Fraudsters","560 words"," Africa News","","",
"Segun Adeyemi, PANA Correspondent, Panafrican News Agency","","","Ethiopia;New Technology Hikes Food Output in Ethiopia","387 words"," Africa News","","",
"Panafrican News Agency","","","Nigeria-Gas One-Billion-Dollar Yearly Gas Revenue For Nigeria","227 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Business and Finance;Environmental Agency Challenges Oil Firms In Nigeria","440 words"," Africa News","","",
"Tambayi Nyika, PANA Correspondent, Panafrican News Agency","","","Zaire;Uphill Task For OAU On Zaire","1080 words"," Africa News","","",
"Sharon Hammond, African Eye News Service","","","United States and Africa;USAID sends Nelspruit officials to America","254 words"," Africa News","","",
"Justin Arenstein, African Eye News Service","","","South Africa;MPB pledges support to Gray","640 words"," Africa News","","",
"Sharon Hammond, African Eye News Service","","","South Africa;Mpumalanga signs protocol agreement with Mozambican province","214 words"," Africa News","","",
"Sharon Hammond, African Eye News Service","","","South Africa;Squatters win battle for houses","334 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","East Africa; Emergency Update No. 132 on the Great Lakes (03/20)","2400 words"," Africa News","","",
"The World Organisation Against Torture (Geneva)","","","Tunisia; Violence Against Women in Tunisia","907 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Over 1,000 kg. of gold annually smuggled out of Ethiopia","414 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;Investment in Tigray said encouraging","294 words"," Africa News","","",
"UN Department of Humanitarian Affairs","","","Science and Health; Rare Disease Breaks Out in Eastern Zaire","1094 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa;","1307 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","South Africa;Pumla Majola: Home-loving model boasts a head for figures","614 words"," Africa News","","",
"Joseph Aranes, Cape Argus (Cape Town)","","","Sports - General;Games prompt urgent action on traffic","520 words"," Africa News","","",
"Jermaine Craig, Cape Argus (Cape Town)","","","United States and Africa;Hillary pays visit to Philippi","494 words"," Africa News","","",
"Andrea Weiss, Cape Argus (Cape Town)","","","South Africa;Protesters set to occupy Common","774 words"," Africa News","","",
"Julian Drew, Mail and Guardian (Johannesburg)","","","Sports - General;SWIMMING: Heyns needs a good stroke","640 words"," Africa News","","",
"Julian Drew, Mail and Guardian (Johannesburg)","","","Sports - General;ATHLETICS: Tactics vital in tough race","1320 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Sports - General;Japanese women get to grips with sumo wrestling","760 words"," Africa News","","",
"John Duncan, Mail and Guardian (Johannesburg)","","","Sports - General;BOXING: Castro's KO missiles","1120 words"," Africa News","","",
"Jon Swift, Mail and Guardian (Johannesburg)","","","Sports - General;CRICKET: True worth exposed by brittle batting","1507 words"," Africa News","","",
"Andrew Muchineripi, Mail and Guardian (Johannesburg)","","","Sports - Soccer;Club or country debate rages on","867 words"," Africa News","","",
"Hazel Friedman, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;DESIGN OF THE WEEK","280 words"," Africa News","","",
"Suzy Bell, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;FINE ART: Drawing praise","694 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;The architect as villain","720 words"," Africa News","","",
"Greg Bowes, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;DANCE ON CD: New big thang","520 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Dance: Flying colours","694 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;CULTURAL SUSHI (Column)","347 words"," Africa News","","",
"Andrew Wilson, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;THEATRE: Milking holy cows","414 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;Film: Undulating with passion","974 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa: Upward and outward","640 words"," Africa News","","",
"Maria McCloy, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa: Beyond the didgeridoo","600 words"," Africa News","","",
"Gwen Ansell, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;WORLD MUSIC: Pops' theory of fusion","894 words"," Africa News","","",
"Gustav Thiel, Mail and Guardian (Johannesburg)","","","Arts and Entertainment;South Africa: Struggle theatre","520 words"," Africa News","","",
"Arthur Goldstuck, Mail and Guardian (Johannesburg)","","","Business and Finance;WEB FEET: Notes from the Net","640 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa: Controversial tabloid lands","734 words"," Africa News","","",
"Gustav Thiel, Mail and Guardian (Johannesburg)","","","Business and Finance;Cape radio redefines classics","734 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa: Editors feud on","547 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;Zambia rejects 'racist' EU aid","760 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa: BUSINESS BAROMETER","480 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Business and Finance;South Africa: The slow revolution","1200 words"," Africa News","","",
"Lesley Cowling, Mail and Guardian (Johannesburg)","","","Science and Health;MATERIAL WORLD (Column)","1080 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Science and Health;Hidden technologies of Africa","1067 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Nigeria (Commentary);If world won't help, we'll fight alone","1240 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;OFFICE OF THE PRESIDENT (Column)","654 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;A bargain with the devil (Commentary)","1080 words"," Africa News","","",
"Krisjan Lemmer, Mail and Guardian (Johannesburg)","","","South Africa;LIFE ON THE SOUTHERN TIP (Column)","520 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Boesak and Caesar's wife (Editorial)","454 words"," Africa News","","",
"Iden Wetherell, Mail and Guardian (Johannesburg)","","","Business and Finance;Turbulence at Air Zimbabwe","600 words"," Africa News","","",
"Anthony Kunda, Mail and Guardian (Johannesburg)","","","Zambia;Storm in a pothole over corruption","640 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","Zaire;Rebel victory dooms Mobutu","934 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;THE ANGELLA JOHNSON INTERVIEW: The 'sister' of the nation","1907 words"," Africa News","","",
"Hazel Friedman, Mail and Guardian (Johannesburg)","","","South Africa;Premier art showcase confusion","427 words"," Africa News","","",
"Stefaans BrUmmer, Mail and Guardian (Johannesburg)","","","South Africa;No decision on cause of top cop's death","814 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Murderer fights amnesty ruling","920 words"," Africa News","","",
"Marion Edmunds, Mail and Guardian (Johannesburg)","","","South Africa;SA profits hugely from aliens","454 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;'Heads will roll' in labour scam","760 words"," Africa News","","",
"Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;Massacre trial draws to close","840 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Death farm in heart of IFP stronghold","1040 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Success of 'super debating club'","2374 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Man vanishes after 'arrest'","427 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Board chief's powers cut","667 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","South Africa;Broadcasting is 'under extreme threat'","720 words"," Africa News","","",
"Jacquie Golding-Duffy, Mail and Guardian (Johannesburg)","","","South Africa;Gloom and doom stalks the SABC corridors","374 words"," Africa News","","",
"Mungo Soggot, Mail and Guardian (Johannesburg)","","","South Africa;A mere snip","240 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Crisis rumbles on at SABC","867 words"," Africa News","","",
"Gustav Thiel, Mail and Guardian (Johannesburg)","","","South Africa;It's better than begging, says street child","507 words"," Africa News","","",
"Carien du Plessis, Mail and Guardian (Johannesburg)","","","South Africa;Police can't cope with abuse cases","414 words"," Africa News","","",
"Stuart Hess, Mail and Guardian (Johannesburg)","","","South Africa;Four-year-old girl sold for sex","1414 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;NEWS IN BRIEF (Column)","720 words"," Africa News","","",
"Rehana Rossouw and Gustav Thiel, Mail and Guardian (Johannesburg)","","","South Africa;ANC faces Western Cape Cabinet wipe-out","627 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Madiba 'to testify for Allan'","960 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;VERBATIM (Column)","454 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;PEOPLE (Column)","400 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;New editor of M&G","294 words"," Africa News","","",
"Ann Eveleth, Mail and Guardian (Johannesburg)","","","South Africa;Killer of 49 seeks amnesty","214 words"," Africa News","","",
"Stefaans BrUmmer, Mail and Guardian (Johannesburg)","","","Business and Finance;Confiscated' gold claimed","720 words"," Africa News","","",
"Mail and Guardian (Johannesburg)","","","South Africa;Mbeki gears up","720 words"," Africa News","","",
"United Nations Economic Commission for Africa (ECA)","","","Africa-at-Large; Meeting of intergovernmental group of experts","347 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service","","","South Africa;Border police find R33-million cocaine shipment","200 words"," Africa News","","",
"Mzilikazi wa Afrika, African Eye News Service","","","South Africa;Border police find R33-million cocaine shipment","200 words"," Africa News","","",
"Patrice Makova, PANA Correspondent, Panafrican News Agency","","","Science and Health;Moves To Re-Green Zimbabwe's Matabele North","1174 words"," Africa News","","",
"Panafrican News Agency","","","Algeria;Algeria Says It Has "Neutralized" Four Terrorists","147 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","South Africa;Mandela Leaves For Asia Tomorrow","400 words"," Africa News","","",
"Gabu Amacha, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Mayor Urges Africa To Have Culture Of Peace","414 words"," Africa News","","",
"Lionel Williams, PANA Correspondent, Panafrican News Agency","","","Zaire;South Africa Awaits Mobutu's Response","387 words"," Africa News","","",
"Paul Ejime, PANA Staff Correspondent, Panafrican News Agency","","","Africa-at-Large;Envoys Begin Preparatory Meeting On Africa's Security","454 words"," Africa News","","",
"All Africa Press Service","","","Kenya;A Day To Celebrate Women","1494 words"," Africa News","","",
"All Africa Press Service","","","Science and Health;Misery On The Lake Shores","1627 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Sowing Seeds Of Peace","2080 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Churches Urged To Defend Peace, Justice","614 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;Education Systems Come Under Criticism","1320 words"," Africa News","","",
"All Africa Press Service","","","Zaire;Groups Decry Mass Killings In Zaire","600 words"," Africa News","","",
"All Africa Press Service","","","South Africa;Investigators Probe "Truth Commission" Fire","720 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Sudanese Opposition Leader Wants Expanded Peace Initiative","774 words"," Africa News","","",
"All Africa Press Service","","","Zaire;Refugees Flee As Rebels Advance","920 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Sudanese Rebels Surround Key Town","360 words"," Africa News","","",
"All Africa Press Service","","","Liberia;Former Liberian Warlord Arrested","654 words"," Africa News","","",
"All Africa Press Service","","","Nigeria;Abacha Gives Free Access For African Rights Team","947 words"," Africa News","","",
"All Africa Press Service","","","United States and Africa;First Lady To Honour Ugandan Women","387 words"," Africa News","","",
"All Africa Press Service","","","Rwanda;Priests Speak Of Massacres, Destitution","1134 words"," Africa News","","",
"All Africa Press Service","","","East Africa;Theologians Reflect On Democratisation, Reconciliation","480 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Christian Family Life Education Hailed","334 words"," Africa News","","",
"All Africa Press Service","","","Africa-at-Large;'Be Self-Supporting,' Lutheran Churches Told","1227 words"," Africa News","","",
"All Africa Press Service","","","Egypt;Security Beefed Up In Southern Egypt","654 words"," Africa News","","",
"All Africa Press Service","","","South Africa;Celebrated Anti-Apartheid Clergyman On Trial","840 words"," Africa News","","",
"All Africa Press Service","","","Sierra Leone;Sierra Leone's Rebel Leader Ousted","520 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Group Sends SOS For Nuba Mountains","734 words"," Africa News","","",
"All Africa Press Service","","","Uganda;Church-Backed Peace Demo Postponed","600 words"," Africa News","","",
"All Africa Press Service","","","Science and Health;Traditional Healers Deserve Recognition","600 words"," Africa News","","",
"All Africa Press Service","","","East Africa;African Leaders Urge Ceasefire In Zaire","1014 words"," Africa News","","",
"All Africa Press Service","","","Ghana;Crazy Rush For The Dead","1067 words"," Africa News","","",
"All Africa Press Service","","","Sudan;Women: Down But Not Out","1440 words"," Africa News","","",
"All Africa Press Service","","","Zaire;Zaire: A Tall Order For Churches","2000 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Deal sees KWV seek JSE listing as company","694 words"," Africa News","","",
"Sharkey Isaacs, Cape Argus (Cape Town)","","","Arts and Entertainment;Taliep Petersen: sparks a storm among South African Muslims","987 words"," Africa News","","",
"Clive Sawyer, Cape Argus (Cape Town)","","","South Africa;Intellectuals gathering to help new SA","960 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;A Service without a smile (Editorial)","427 words"," Africa News","","",
"Joseph Aranes and Ashley Smith, Cape Argus (Cape Town)","","","South Africa;Pagad marchers vow to 'get' Staggie","374 words"," Africa News","","",
"Alide Dasnois, Cape Argus (Cape Town)","","","South Africa;Tito gets tough on training","454 words"," Africa News","","",
