"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"All Africa Press Service","","","Science and Health;Abortions At Makerere Campus Prompt Condoms Campaign","340 words"," Africa News","","",
"All Africa Press Service","","","Congo Brazzaville;Churches Seek Assistance For Congo Brazzaville","805 words"," Africa News","","",
"Panafrican News Agency","","","Science and Health;Pygmy Chimpanzees Under Threat In Kinshasa","657 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Mozambique Worries About Africa's Poverty","372 words"," Africa News","","",
"Panafrican News Agency","","","West Africa;Bedie Inaugurates UEMOA Council Of Financial Markets","177 words"," Africa News","","",
"Panafrican News Agency","","","Angola;Portuguese Prime Minister Arrives In Luanda","191 words"," Africa News","","",
"Panafrican News Agency","","","Tunisia;Tunisian President Ben Ali In France","174 words"," Africa News","","",
"Panafrican News Agency","","","Burundi;Burundi Arrests 10,053 Displaced People","166 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Africa's Military Chiefs Seek Enhancement Of Peacekeeping Mission","282 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; Statements from the National Party of SA","1583 words"," Africa News","","",
"The International Freedom Of Expression Exchange (Ifex)","","","Nigeria; Press Freedom Groups Push Commonwealth on Nigeria","1509 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Honey Collectors Start Campaign","174 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Zambian Trade Team Off To Congo (K)","466 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Lack Of Investment Worries Mukuma","303 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Devise Concrete Policy, Emerald Miners Told","260 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Printing, Graphics Ills Cited","202 words"," Africa News","","",
"Melody Mwala, Times of Zambia (Lusaka)","","","Sports - General;Satwant Cruises in South African Rally","291 words"," Africa News","","",
"Yoyo Kambikambi, Times of Zambia (Lusaka)","","","Sports - Soccer;It's My Job -German","366 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Minister Lobbies For Roads Cash","237 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;20 Chingola MMD Cadres Defect To Opposition Camp","779 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Science and Health;Parley Team Cheers Green House Foundation","211 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;ZCTU Head Office Shift Worries Workers","492 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;'Help Rebuild Zambia'","338 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;We Won't Relent, Vows ZDC Group","192 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Fight Against Poverty Gains Momentum","435 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Science and Health;Mansa, Zambia Hospital Opens Lab","164 words"," Africa News","","",
"Grace Matsiko, New Vision (Kampala)","","","Business and Finance;Tax Centre Opened In Uganda","161 words"," Africa News","","",
"Lawrence Wamanga, New Vision (Kampala)","","","Business and Finance;Transocean Manager Suspended Over Losses","174 words"," Africa News","","",
"Betty Kagoro, New Vision (Kampala)","","","Business and Finance;Uganda's Coffee Processors Seek Support","344 words"," Africa News","","",
"Geoffrey Kamali, New Vision (Kampala)","","","Business and Finance;House Of Manji To Build Biscuit Factory","156 words"," Africa News","","",
"Godfrey Olukya, New Vision (Kampala)","","","Uganda;Adventist Voters To Boycott LC Polls","142 words"," Africa News","","",
"Caroline Lamwaka, New Vision (Kampala)","","","Uganda;Kony Holding At Least 19 Students","358 words"," Africa News","","",
"Paul Busharizi, New Vision (Kampala)","","","Science and Health;10m/= Raised For Uganda's Rhino","219 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Uganda;Gadaffi Hosts Museveni","95 words"," Africa News","","",
"Levi Ochieng, New Vision (Kampala)","","","Uganda;Government Attacked Over Mayombo Appointment","274 words"," Africa News","","",
"Milton Olupot, New Vision (Kampala)","","","Science and Health;Districts Sign Kampala Sanitation Declaration","313 words"," Africa News","","",
"Milton Olupot, New Vision (Kampala)","","","Uganda;Bidandi Blasts Leaders Over Graft","271 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Uganda;First Lady Urges Support For Project","295 words"," Africa News","","",
"Grace Matsiko, New Vision (Kampala)","","","Uganda;MPs Advise On Expatriates","137 words"," Africa News","","",
"Alfred Wasike and Karyeija Kagambirwe, New Vision (Kampala)","","","Business and Finance;Kyambogo, Uganda Housing Project Queried","449 words"," Africa News","","",
"Frederick Nyakabwa and Grace Matsiko, New Vision (Kampala)","","","Uganda;ADF Kills 14 In Kabarole Attack","297 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Alert - Corruption Body Probes ZAMCOM Chief","246 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Zambia; Opposition MP Calls For Privatisation Of State Media","440 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Swaziland; Swaziland Ends Blockade of South African Channels","250 words"," Africa News","","",
"Ghana Focus (Accra)","","","Ghana;US And European Companies Seek To Dump Toxic Waste In Ghana","343 words"," Africa News","","",
"Ghana Focus (Accra)","","","West Africa;Five Sierra Leoneans Receive US Immigrant Visa","416 words"," Africa News","","",
"Western Sahara Referendum Support Association","","","Western Sahara;Sahara Weekly News Update","442 words"," Africa News","","",
"African National Congress of South Africa","","","South Africa; Statement Regarding Suggestions Of Phosa Quitting","394 words"," Africa News","","",
"Reuben Phiri, Post of Zambia (Lusaka)","","","Science and Health;Miyanda Calls For New Methods Of AIDS Awareness","375 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - Soccer;FAZ Coach To Be Named Today","513 words"," Africa News","","",
"Chilombo Mwondela, Post of Zambia (Lusaka)","","","Business and Finance;Zambia Consolidated Copper Mines Sale Worries EAZ","312 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Mpamba 'Justifies' Why Govt Media Won't Be Sold","560 words"," Africa News","","",
"Dickson Jere and Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Chiluba Snubs Thanks Giving Service","710 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Prayers Can Help MMD, Opposition, Says Miyanda","250 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Zambia;Freelance Journalists Form ZUJ Chapter","267 words"," Africa News","","",
"Zoe Titus, The Namibian (Windhoek)","","","Namibia;President Urged 'Heal The Land, Heal Yourself'","755 words"," Africa News","","",
"Helge Schutz, The Namibian (Windhoek)","","","Sports - General;Frank Honoured In Sports Awards","548 words"," Africa News","","",
"Helge Schutz, The Namibian (Windhoek)","","","Namibia;DTA Accuses Swapo Of 'Hidden Agenda'","639 words"," Africa News","","",
"Chrispin Inambao, The Namibian (Windhoek)","","","Namibia;Armed Gang Hit City Hotel","453 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;Traditional Practices Harm Women","116 words"," Africa News","","",
"Ethiopian News Agency","","","Business and Finance;CACCIAMALI Buses, IVECO Trucks Owners Accuse AMCE Of Breach","334 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;1,500 Stelae Found In South Awassa, Ethiopia","126 words"," Africa News","","",
"Ethiopian News Agency","","","Science and Health;250 Species Of Medicinal Plants Exist In Ethiopia","326 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Herald Had Serious Distortions: DPPC","805 words"," Africa News","","",
"Rich MkHondo, Cape Argus (Cape Town)","","","Science and Health;Fynbos Leads Way To US As Joint Plant Venture Blossoms","426 words"," Africa News","","",
"Lindsay Barnes, Cape Argus (Cape Town)","","","South Africa;Anger As Island Rape Case Closed","243 words"," Africa News","","",
"Ashely Smith, Cape Argus (Cape Town)","","","South Africa;Traders' Names On 'Gang Hit List'","304 words"," Africa News","","",
"Argus Correspondent, Cape Argus (Cape Town)","","","South Africa;Winnie's Bid For Deputy Leadership Gains Ground","512 words"," Africa News","","",
"Business Editor, Cape Argus (Cape Town)","","","Business and Finance;Private University To Get Cape Town Campus","172 words"," Africa News","","",
"Alan Robinson, Cape Argus (Cape Town)","","","Sports - General;UK Taxman Tackles Pienaar, Stransky","370 words"," Africa News","","",
"Political Staff, Cape Argus (Cape Town)","","","South Africa;R53-Million Crackdown On Bad Drivers Over Holidays","249 words"," Africa News","","",
"Edward West, Cape Argus (Cape Town)","","","Business and Finance;Western Cape Investors Take Stake In Durban-Based Fasic","363 words"," Africa News","","",
"Blackman Ngoro, Cape Argus (Cape Town)","","","South Africa;City Housing Timebomb","590 words"," Africa News","","",
"Peter Mokaba (Commentary), Cape Argus (Cape Town)","","","South Africa;Removing All Society's Barriers Is The Only Way Forward","734 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;A Glimpse Of Courage (Editorial)","320 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Foschini Set To Quit UK Retail Venture","229 words"," Africa News","","",
"Justin Arenstein, African Eye News Service (South Africa)","","","South Africa;Finance Head Denies Secret Meeting With Cobbett","565 words"," Africa News","","",
"Francis Thoya, The Nation (Nairobi)","","","Kenya;Kanu Incapable Of Freedom-Mazrui","755 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Science and Health;Cholera in Kenya Causes More Closures","403 words"," Africa News","","",
"Nation Reporter And Correspondent, The Nation (Nairobi)","","","Kenya;Moi Will Lead Kenyans In Marking Kenyatta Day","280 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Kanu MP Urges The Kamba Community To Reject Kanu","616 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Sports - Soccer;Gor, Leopards Clash Today","337 words"," Africa News","","",
"Wanjohi Nderitu, The Nation (Nairobi)","","","Kenya;Police Disperse NCEC Rally","442 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;Nine Killed In Coast Flooding","876 words"," Africa News","","",
"Maguta Kimemia And Njeri Rugene, The Nation (Nairobi)","","","Kenya;Civil Servants Get A 10 Pc Salary Hike","468 words"," Africa News","","",
"Odhiambo-Orlale, The Nation (Nairobi)","","","Science and Health;Cholera Kills Two In Ahero, Kenya","249 words"," Africa News","","",
"Eric Odanga, The Nation (Nairobi)","","","Sports - Soccer;Painful loss for Leopards","492 words"," Africa News","","",
"The Nation (Nairobi)","","","Kenya;What Impedes The War On Corruption? (Editorial)","306 words"," Africa News","","",
"Njeri Rugene And Maguta Kimemia, The Nation (Nairobi)","","","Kenya;Moi Talks Tough Over Corruption","924 words"," Africa News","","",
"Nation Team, The Nation (Nairobi)","","","Kenya;9 More Killed In Rain Tragedies","1028 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;The Week in Brief","613 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Abduction of Women Still Persists In Southern Ethiopia","184 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Court Hears Red Terror Suspects Appeals","277 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Tamirat, Alleged Accomplices Plead Not Guilty","157 words"," Africa News","","",
"Tepitapia Sannah, PANA Correspondent, Panafrican News Agency","","","Liberia;Liberia Opposes Continued Bombing Of Freetown","396 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Mugabe In Scotland For Commonwealth Summit","790 words"," Africa News","","",
"Panafrican News Agency","","","Mali;Malian Opposition Leaders Get Pardon","291 words"," Africa News","","",
"Panafrican News Agency","","","Mozambique;Mozambique Wants To Renegotiate Gas Agreement","541 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Floods Hits Kenya's Coast Province","207 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Castle Milk Stout Promotion Gobbles $500,000","251 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Seteric To Start Wood Products Exports Soon","253 words"," Africa News","","",
"Catherine Mutale, Times of Zambia (Lusaka)","","","Business and Finance;Maize Prices Stabilise","388 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Rothmans Shine At LuSE Shares Trading","313 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Horn Products Exports Earn K220 Million","202 words"," Africa News","","",
"Samuel Ngoma, Times of Zambia (Lusaka)","","","Zambia;Mazoka's Political Ambitions","1044 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Ruling Party Denies Defections","175 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;NGOs To Lobby For Debt Relief","505 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Times Blocked From Covering Kaunda Meeting","222 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;'It'll Be Tough For Banks'","372 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Ndola Lime Workers Fume","209 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Zambia And Rwanda To Strengthen Ties","331 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Disaster Lurking At Chembe Pontoon","445 words"," Africa News","","",
"Gerald Mulwanda, Times of Zambia (Lusaka)","","","Sports - Soccer;Chilufya's Knee Patch Up To Cost $4,000","273 words"," Africa News","","",
"Yuyo Kambikambi, Times of Zambia (Lusaka)","","","Sports - Soccer;Burkhard Ziese Scoops FAZ Coaching Job?","240 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - General;Chipalo's Dismissal Condemned","205 words"," Africa News","","",
"Goodson Machona, Post of Zambia (Lusaka)","","","Sports - Soccer;Mutapa Ruled Out Of Ivory Coast Friendly","271 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Zambia;Dysfunctional Commission (Editorial)","608 words"," Africa News","","",
"Chilombo Mwondela (Column), Post of Zambia (Lusaka)","","","Science and Health;Health Reforms","669 words"," Africa News","","",
"Reuben Phiri, Post of Zambia (Lusaka)","","","Zambia;Zambia, Rwanda Told To Work Together In All Fields","388 words"," Africa News","","",
"Reuben Phiri, Post of Zambia (Lusaka)","","","Zambia;No Human Rights In Zambia, Says LPF","183 words"," Africa News","","",
"Reuben Phiri, Post of Zambia (Lusaka)","","","Zambia;Inonge Advises Chiefs On Foreign Visits","369 words"," Africa News","","",
"Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;Role Of Gender Identified","317 words"," Africa News","","",
"Chilombo Mwondela, Post of Zambia (Lusaka)","","","Zambia;EAZ Accuses NGOs Of Patronising Poverty","428 words"," Africa News","","",
"Staff Reporters, Post of Zambia (Lusaka)","","","Business and Finance;Credit Africa Bank In Trouble","174 words"," Africa News","","",
"Joe Kaunda, Post of Zambia (Lusaka)","","","Zambia;Bank of Zambia Re-Opens Meridien Case","446 words"," Africa News","","",
"Amos Malupenga and Reuben Phiri, Post of Zambia (Lusaka)","","","Zambia;Times Printpak May Collapse, Says Union of Journalists","463 words"," Africa News","","",
"Chilombo Mwondela, Post of Zambia (Lusaka)","","","Zambia;Government Creates Credit Organisation","314 words"," Africa News","","",
"Staff Reporters, Post of Zambia (Lusaka)","","","Zambia;Ministers Caused Prudence Closure","1063 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Swaziland; Correction To Swaziland Action Alert","278 words"," Africa News","","",
"Media Institute of Southern Africa (MISA)","","","Namibia; Namibia To Introduce Participatory Policy Framework","377 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;Government Moves To Curb Inflation","437 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Malawi;New Farm Initiatives To Boost Production","393 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Malawi's Central Bank Says No More Dud Cheques","289 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Merger Proposal Under The Light","206 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;South Africa Links Manufacturers","250 words"," Africa News","","",
"Business Malawi (Blantyre)","","","Business and Finance;Air Malawi Wings Ready For The Hammer","274 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; Clinton Names Economic Officer As Envoy To Djibouti","604 words"," Africa News","","",
"United States Information Agency","","","United States and Africa; U.S. Supports Resumption Of Talks On Sierra Leone","132 words"," Africa News","","",
"United States Information Agency","","","Togo; Togo At Democratic Turning Point - Ambassador-Designate","501 words"," Africa News","","",
"World Food Programme","","","Africa-at-Large; WFP Emergency Report No. 42 - Africa","2281 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Truth Commission to Hold Hearings on Legal System","449 words"," Africa News","","",
"Truth and Reconciliation Commission","","","South Africa; Adv Goosen's Resignation from the TRC","427 words"," Africa News","","",
"Abraham Odeke, New Vision (Kampala)","","","Business and Finance;UCB Sale: Bank Boss Allays Fears","211 words"," Africa News","","",
"David Musoke, New Vision (Kampala)","","","Business and Finance;Redtape Holds Up Wage Report In Uganda","355 words"," Africa News","","",
"Anne Mugisa and Odrek Rwabwogo, New Vision (Kampala)","","","Uganda;Customs House: MPs Seek Withdrawal","162 words"," Africa News","","",
"Kalungi Kabuye, New Vision (Kampala)","","","Business and Finance;Cameroon Airlines Eyes Uganda","285 words"," Africa News","","",
"Simon Kaheru, New Vision (Kampala)","","","Business and Finance;Ugandan Parastatals Call For Capacity Building Body","252 words"," Africa News","","",
"Lawrence Wamanga, New Vision (Kampala)","","","Business and Finance;Uganda Trade Minister Warns On Standards","248 words"," Africa News","","",
"Lawrence Wamanga, New Vision (Kampala)","","","Business and Finance;Uganda: Equal Taxes Will Stop Smuggling","295 words"," Africa News","","",
"James Oweka, New Vision (Kampala)","","","East Africa;Kony Has Escaped Back To Sudan","329 words"," Africa News","","",
"Alfred Wasike, New Vision (Kampala)","","","Science and Health;Cholera Alert Out in Uganda","116 words"," Africa News","","",
"Odrek Rwabogo and John Kakande, New Vision (Kampala)","","","Uganda;Stop Rwabita Contract","216 words"," Africa News","","",
"New Vision (Kampala)","","","Sudan;Time To Talk Peace (Editorial)","450 words"," Africa News","","",
"Vision Reporter, New Vision (Kampala)","","","Uganda;Museveni, Gaddafi Hold Further Talks","151 words"," Africa News","","",
"John Kakande and Odrek Rwabwogo, New Vision (Kampala)","","","Uganda;Scrap Information Ministry, MPs Say","368 words"," Africa News","","",
"David Musoke, New Vision (Kampala)","","","Uganda;Boards Warned On Allowances","642 words"," Africa News","","",
"John BB Nzinjah, New Vision (Kampala)","","","Uganda;Forty Rebels Killed In Kasese","400 words"," Africa News","","",
"John Kakande and Odrek Rwabwogo, New Vision (Kampala)","","","Uganda;Gen Muntu Defends Army Performance","688 words"," Africa News","","",
"Staff Reporter, The Namibian (Windhoek)","","","Namibia;Epupa Study Presents A Stark Choice","588 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Namibia;Praise For Government On Mine Ban","282 words"," Africa News","","",
"Helge Schutz, The Namibian (Windhoek)","","","Namibia;Namibia Wants Diaz Cross Back","291 words"," Africa News","","",
"Zoe Titus, The Namibian (Windhoek)","","","Namibia;Council of Churches Denies Reconciliation Plans 'A Fiasco'","429 words"," Africa News","","",
"Tabby Moyo, The Namibian (Windhoek)","","","Business and Finance;Bank Of Namibia Cuts Lending Rates","287 words"," Africa News","","",
"Ghana Focus (Accra)","","","Ghana;Threat Of Another Ethnic Conflict Looms Over Ghana","597 words"," Africa News","","",
"Mike Siluma, Cape Argus (Cape Town)","","","South Africa;Our Differences Are Not A Barrier To Building The New SA","667 words"," Africa News","","",
"Cape Argus (Cape Town)","","","South Africa;This Is No Windfall (Editorial)","290 words"," Africa News","","",
"Llewellyn Jones, Cape Argus (Cape Town)","","","Business and Finance;Retail Giants Still Hope To Sell Liquor On Sundays","461 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Benzien 'Behaved Like An Animal'","297 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;I Knew About Torture Says Police General","78 words"," Africa News","","",
"Business Editor, Cape Argus (Cape Town)","","","Business and Finance;Cape Firms Get Bad Marks For Staff Training And Export Effort","271 words"," Africa News","","",
"Andrew Hammond, Cape Argus (Cape Town)","","","Africa-at-Large;Mandela Attack On Libya Sanctions Boosts Egypt","510 words"," Africa News","","",
"Edward West, Cape Argus (Cape Town)","","","Business and Finance;Mobil Has Big Plans To Oil The Wheels Of SA Fuel Market","323 words"," Africa News","","",
"Jenny Viall, Cape Argus (Cape Town)","","","Science and Health;Embattled Health Bill Gets The Nod in SA","197 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;I Helped With 'Wet Bag' Torture - Ex-Head Of Anti-Terror Unit","239 words"," Africa News","","",
"Thabo Mabaso, Cape Argus (Cape Town)","","","Business and Finance;Southern International Chooses Aussie Group","147 words"," Africa News","","",
"John Yeld, Cape Argus (Cape Town)","","","South Africa;Race Row Denied As Investigator Quits Commission","407 words"," Africa News","","",
"Carol Campbell, Cape Argus (Cape Town)","","","South Africa;The Railway Line Of Death","440 words"," Africa News","","",
"Kekeletso Motopi, Mopheme/The Survivor (Maseru)","","","Lesotho;Visually Impaired Persons Stop Traffic","537 words"," Africa News","","",
"Mopheme/The Survivor (Maseru)","","","Lesotho;Political Divide Between Youth And Oldguard - A Myth Or Fact","1050 words"," Africa News","","",
"Khutliso Sekoati, Mopheme/The Survivor (Maseru)","","","Lesotho;Law Minister Warns Against Coup","550 words"," Africa News","","",
"Kekeletso Motopi, Mopheme/The Survivor (Maseru)","","","Lesotho;Independent Electoral Commission Still Has A Long Way To Go","359 words"," Africa News","","",
"Khutliso Sekoati, Mopheme/The Survivor (Maseru)","","","Lesotho;LHDA Claims M5.0 Million From Sole","659 words"," Africa News","","",
"Mothusi Thabane, Mopheme/The Survivor (Maseru)","","","Lesotho;Horror Day For Nursery Children","435 words"," Africa News","","",
"United Nations","","","Mozambique; Mozambique President Urges Continued International Aid","569 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;Defence Lawyers Appeal To Court To Absolve Clients","302 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;President Wants Stronger Ties To Algeria, Netherlands","307 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;WTO Grants Ethiopia Observer Status","228 words"," Africa News","","",
"Ethiopian News Agency","","","Ethiopia;EJA marks fifth anniversary of Press Law","371 words"," Africa News","","",
"Eliezer Wangulu, PANA Correspondent, Panafrican News Agency","","","Science and Health;Spreading AIDS Message Is Difficult In Maasailand","956 words"," Africa News","","",
"Peter Masebu, PANA Correspondent, Panafrican News Agency","","","Science and Health;Combating African Diseases With Information","527 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Value Added Tax Needs Preparation - Expert","337 words"," Africa News","","",
"Panafrican News Agency","","","Zimbabwe;Mugabe, Blair Meeting Reset For Friday","201 words"," Africa News","","",
"Panafrican News Agency","","","Africa-at-Large;Accounts Tribunals Want Transparent Management Of Funds","198 words"," Africa News","","",
"Panafrican News Agency","","","Business and Finance;Fairy Tale Recovery Dominates Zimbabwe Stock Exchange","185 words"," Africa News","","",
"Mildred Mulenga, PANA Staff Correspondent, Panafrican News Agency","","","Science and Health;Call To Involve Men In Reproductive Health Projects","332 words"," Africa News","","",
"Panafrican News Agency","","","West Africa;Nigeria's Abacha, Ghana's Rawlings Meet Over Sierra Leone","379 words"," Africa News","","",
"Panafrican News Agency","","","Uganda;Uganda To Further Lay Off Civil Servants","245 words"," Africa News","","",
"Panafrican News Agency","","","Burundi;Burundi Hutu Rebels Burn 17 Schools","178 words"," Africa News","","",
"Panafrican News Agency","","","Kenya;Kenyans Warned To Brace For El Nino Floods","342 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Barclays Moots Scheme","299 words"," Africa News","","",
"Business Review Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Company Resumes Chicks Exports","135 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Business and Finance;'Raise Standards At National Level'","251 words"," Africa News","","",
"Fred Simposya, Times of Zambia (Lusaka)","","","Zambia;Nakonde: When Few Girls Go Beyond Grade Nine","886 words"," Africa News","","",
"Gerald Mulwanda, Times of Zambia (Lusaka)","","","Sports - Soccer;FAZ Out To Clinch International Friendly","202 words"," Africa News","","",
"Yuyo Kambikambi, Times of Zambia (Lusaka)","","","Sports - Soccer;George Mungwa welcomes trainer Ziese","243 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Business and Finance;Coal Briquettes Pact Sealed","387 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Reporter's Harassment Condemned","321 words"," Africa News","","",
"Charles Chisala, Times of Zambia (Lusaka)","","","Business and Finance;Ndola Lime Sacks 400 Workers","362 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;National Party Fails To Raise K330m","531 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Shamwana Accuses ZPA Official","373 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Zambia;Chipata Women Team Up To Help Inmates","168 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Science and Health;Kabwe Doctor Counsels Colleagues, Patients","372 words"," Africa News","","",
"Times Reporter, Times of Zambia (Lusaka)","","","Zambia;Burundese, Rwandan Refugees To Move Out Of Natende","175 words"," Africa News","","",
"Times of Zambia (Lusaka)","","","Business and Finance;Kasama Shoprite To Be Ready By December","150 words"," Africa News","","",
"United States Information Agency","","","Nigeria; Twaddell Testifies On Nigeria For U.S. Lawmakers","667 words"," Africa News","","",
"Goliath Mungonge, Post of Zambia (Lusaka)","","","Sports - Soccer;Ziese To Get US$15,000","296 words"," Africa News","","",
"Post of Zambia (Lusaka)","","","Sports - Soccer;FAZ Playing Childish Games","593 words"," Africa News","","",
"Masautso Phiri (Column), Post of Zambia (Lusaka)","","","Zambia;Post Card: Kaunda's return","710 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Mpamba Calls For Times Printpak Board Meeting","336 words"," Africa News","","",
"Dickson Jere, Post of Zambia (Lusaka)","","","Africa-at-Large;Zambian Elected IULA President For Africa","272 words"," Africa News","","",
"Amos Malupenga, Post of Zambia (Lusaka)","","","Zambia;Cop Admits Destroying Evidence In 'Rioters' Case","602 words"," Africa News","","",
"Masautso Phiri and Mukalya Nampito, Post of Zambia (Lusaka)","","","Zambia;Chongwe Sues Government For US$2.5m","429 words"," Africa News","","",
"Staff Reporters, Post of Zambia (Lusaka)","","","Business and Finance;Credit Africa Bank Denies Facing Financial Problems","389 words"," Africa News","","",
"Dickson Jere and Masautso Phiri, Post of Zambia (Lusaka)","","","Zambia;Inyambo Summon Angers Lozis","890 words"," Africa News","","",
"National Party (South Africa)","","","South Africa; Statements from the National Party of SA","768 words"," Africa News","","",
"Ghana Focus (Accra)","","","West Africa;Benin Accuses Togo Of Kidnapping Political Opponents","397 words"," Africa News","","",
"Ghana Focus (Accra)","","","West Africa;Nigeria's Abacha Holds Talks With Jerry Rawlings","288 words"," Africa News","","",
"Ghana Focus (Accra)","","","West Africa;US Embassy Reacts To Press About Sierra Leone Visa Applicants","382 words"," Africa News","","",
"Hunt Oil Company","","","Business and Finance;Hunt Oil Signs For Exploration In Madagascar","224 words"," Africa News","","",
