actorid,name data,name orig,name orig full,name orig fulleng,namechange,newname,newname full mt,newname fulleng,org,conflictid,dyadid,primary party,osid,osvcoalition,osvcoalitionid,nsid,nscoalition,nscoalitionid,splinter,name prev,actorid prev,split temp,name split temp,actorid split temp,alliance,name alliance,actorid alliance,join group,group name,actorid group,location,gwno loc,region
1422,Forces of Abdullahi Yusuf,Forces of Abdullahi Yusuf,,Forces of Abdullahi Yusuf,0,,,,1,,,,,0,,"2-61, 2-440",0,,0,,,0,,,0,,,0,,,Somalia,520,4
1423,Abtisame subclan of Galje'el clan (Hawiye),Abtisame subclan of Galje'el clan (Hawiye),,Abtisame subclan of Galje'el clan (Hawiye),0,,,,3,,,,,0,,2-8,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1424,Abudu ,Abudu ,Abudu ,Abudu ,0,,,,3,,,,,0,,2-3,0,,0,,,0,,,0,,,0,,,Ghana,452,4
1425,Supporters of AD,Supporters of AD,,Supporters of Alliance for Democracy,0,,,,2,,,,,0,,2-5,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1426,Afar,Afar,Afar,Afar,0,,,,3,,,,,0,,"2-7, 2-6",0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1427,Afi subclan of Galje'el clan (Hawiye),Afi subclan of Galje'el clan (Hawiye),,Afi subclan of Galje'el clan (Hawiye),0,,,,3,,,,,0,,2-8,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1428,AFL,AFL,,Armed Forces of Liberia,0,,,,1,,,,,0,,2-241,1,545002,0,,,0,,,0,,,0,,,Liberia,450,4
1429,Agon-Yar subclan of Abgal clan (Hawiye),Agon-Yar subclan of Abgal clan (Hawiye),,Agon-Yar subclan of Abgal clan (Hawiye),0,,,,3,,,,,0,,2-9,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1430,Ali-Gaf subclan of Abgal clan (Hawiye) ,Ali-Gaf subclan of Abgal clan (Hawiye) ,,Ali-Gaf subclan of Abgal clan (Hawiye) ,0,,,,3,,,,,0,,2-11,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1431,Alur,Alur,Alur,Alur,0,,,,3,,,,,0,,2-12,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1432,Amaro,Amaro,Amaro,Amaro,0,,,,3,,,,,0,,2-13,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1433,Anaguta,Anaguta,Anaguta,Anaguta,0,,,,3,,,,,0,,2-254,1,547510,0,,,0,,,0,,,0,,,Nigeria,475,4
1434,Supporters of ANPP,Supporters of ANPP,,Supporters of All Nigeria People's Party,0,,,,2,,,,,0,,2-15,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1435,Anuak,Anuak,Anuak,Anuak,0,,,,3,,,,,0,,"2-395, 2-19, 2-18",0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1436,Agar Dinka,Agar Dinka,Agar Dinka,Agar Dinka,0,,,,3,,,,,0,,2-20,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1437,Gok Dinka,Gok Dinka,Gok Dinka,Gok Dinka,0,,,,3,,,,,0,,"2-20, 2-424",0,,0,,,0,,,0,,,0,,,"Sudan, South Sudan","625, 626",4
1438,ARPCT,ARPCT,Isbaheysiga Ladagaalanka Argagaxisadda,Alliance for the Restoration of Peace and Counter-Terrorism,0,,,,1,,,,,0,,2-21,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1439,Arrow Boys,Arrow Boys,,Arrow Boys,0,,,,1,,,,,0,,2-22,0,,0,,,0,,,0,,,0,,,Uganda,500,4
1440,AWB,AWB,Afrikaner Weerstandbeweging,Afrikaner Resistance Movement,0,,,,1,,,,1440,0,,,0,,0,,,0,,,0,,,0,,,South Africa,560,4
1442,Bakassi boys,Bakassi boys,,Bakassi boys,0,,,,1,,,,1442,0,,,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1443,Birom,Birom,Birom,Birom,0,,,,3,,,,,0,,"2-254, 2-429, 2-11735",1,547510,0,,,0,,,0,,,0,,,Nigeria,475,4
1444,Bokora Karimojong,Bokora Karimojong,Bokora Karimojong,Bokora Karimojong,0,,,,3,,,,,0,,"2-336, 2-31, 2-337, 2-30, 2-335, 2-412",0,,0,,,0,,,0,,,0,,,Uganda,500,4
1445,Borana,Borana,Borana,Borana,0,,,,3,,,,,0,,"2-197, 2-198, 2-404, 2-402, 2-195, 2-35, 2-194, 2-33, 2-34, 2-452, 2-221, 2-12696",1,553001,0,,,0,,,0,,,0,,,"Ethiopia, Kenya","530, 501",4
1446,Burji,Burji,Burji,Burji,0,,,,3,,,,,0,,"2-36, 2-12696",1,553080,0,,,0,,,0,,,0,,,Ethiopia,530,4
1447,Dabare subclan of Digil clan (Digil-Mirifle),Dabare subclan of Digil clan (Digil-Mirifle),,Dabare subclan of Digil clan (Digil-Mirifle),0,,,,3,,,,,0,,2-41,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1448,Darsalim,Darsalim,Darsalim,Darsalim,0,,,,3,,,,,0,,2-42,0,,0,,,0,,,0,,,0,,,Chad,483,4
1449,Da'ud subclan of Abgal clan (Hawiye),Da'ud subclan of Abgal clan (Hawiye),,Da'ud subclan of Abgal clan (Hawiye),0,,,,3,,,,,0,,2-43,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1450,Dawa,Dawa,Dawa,Dawa,0,,,,3,,,,,0,,2-44,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1451,Dimasa ,Dimasa ,Dimasa ,Dimasa ,0,,,,3,,,,,0,,2-476,0,,0,,,0,,,0,,,0,,,India,750,3
1452,Dinka ,Dinka ,Dinka ,Dinka ,0,,,,3,,,,,0,,"2-322, 2-494, 2-18",0,,0,,,0,,,0,,,0,,,"Sudan, South Sudan, Ethiopia","625, 626, 530",4
1453,Dioula,Dioula,Dioula,Dioula,0,,,,3,,,,,0,,2-433,0,,0,,,0,,,0,,,0,,,Ivory Coast,437,4
1454,Dir clan ,Dir clan ,,Dir clan ,0,,,,3,,,,,0,,"2-51, 2-50",0,,0,,,0,,,0,,,0,,,Somalia,520,4
1455,Dizi  ,Dizi  ,Dizi  ,Dizi  ,0,,,,3,,,,,0,,2-52,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1456,Duduble subclan of Gorgorte clan (Hawiye),Duduble subclan of Gorgorte clan (Hawiye),,Duduble subclan of Gorgorte clan (Hawiye),0,,,,3,,,,,0,,2-55,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1457,FAPC,FAPC,Forces armées du peuple Congolais,People's Armed Forces of Congo,0,,,,1,,,,1457,1,549015,2-56,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1458,Fiqi Muhumud subclan (Dir),Fiqi Muhumud subclan (Dir),,Fiqi Muhumud subclan (Dir),0,,,,3,,,,,0,,2-114,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1459,FN - IC,FN - IC,Forces Nouvelles - Ibrahim Coulibaly faction,New Forces - Ibrahim Coulibaly faction,0,,,,1,,,,,0,,2-58,0,,1,FRCI,1412,0,,,0,,,0,,,Ivory Coast,437,4
1460,FNI,FNI,Front Nationalist et Intégrationist,Nationalist and Integrationist Front,0,,,,1,,,,1460,1,"549002, 549003, 549015","2-56, 2-396, 2-397, 2-398",1,549003,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1461,Fulani,Fulani,Fulani,Fulani,0,,,,3,,,,,0,,"2-260, 2-244, 2-253, 2-67, 2-429, 2-66, 2-360, 2-455, 2-348, 2-487, 2-12152, 2-12341, 2-14009, 2-12441, 2-254, 2-11735",1,547520,0,,,0,,,0,,,0,,,"Nigeria, Mali, Niger","475, 432, 436",4
1462,Hausa,Hausa,Hausa,Hausa,0,,,,3,,,,,0,,"2-79, 2-77, 2-255, 2-366, 2-368, 2-78, 2-453, 2-12154, 2-172, 2-11735, 2-254",1,"547520, 547101",0,,,0,,,0,,,0,,,"Nigeria, Cameroon","475, 471",4
1463,Gabra,Gabra,Gabra,Gabra,0,,,,3,,,,,0,,"2-35, 2-404, 2-430, 2-69, 2-12696",1,"553003, 553080",0,,,0,,,0,,,0,,,"Ethiopia, Kenya","530, 501",4
1464,Galje'el clan (Hawiye),Galje'el clan (Hawiye),,Galje'el clan (Hawiye),0,,,,3,,,,,0,,"2-293, 2-70",0,,0,,,0,,,0,,,0,,,Somalia,520,4
1465,Gamai,Gamai,Gamai,Gamai,0,,,,3,,,,,0,,2-71,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1466,Garre subclan of Digil clan (Digil-Mirifle),Garre subclan of Digil clan (Digil-Mirifle),,Garre subclan of Digil clan (Digil-Mirifle),0,,,,3,,,,,0,,"2-289, 2-72, 2-439, 2-73",0,,0,,,0,,,0,,,0,,,"Somalia, Kenya","520, 501",4
1467,Guji,Guji,Guji,Guji,0,,,,3,,,,,0,,"2-13, 2-33, 2-36, 2-69, 2-198, 2-200",1,553001,0,,,0,,,0,,,0,,,Ethiopia,530,4
1468,Gura,Gura,Gura,Gura,0,,,,3,,,,,0,,2-44,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1469,Habaniya ,Habaniya ,Habaniya ,Habaniya ,0,,,,3,,,,,0,,"2-75, 2-76",0,,0,,,0,,,0,,,0,,,Sudan,625,4
1470,Hema,Hema,Hema,Hema,0,,,,3,,,,,0,,2-80,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1472,Hotiya Baggara ,Hotiya Baggara ,Hotiya Baggara ,Hotiya Baggara ,0,,,,3,,,,,0,,2-83,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1473,Huber subclan of Mirifle clan (Digil-Mirifle),Huber subclan of Mirifle clan (Digil-Mirifle),,Huber subclan of Mirifle clan (Digil-Mirifle),0,,,,3,,,,,0,,2-85,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1474,Hutu rebels,Hutu rebels,,Hutu rebels,0,,,,1,,,,1474,0,,,0,,0,,,0,,,0,,,0,,,Burundi,516,4
1475,Supporters of IFP,Supporters of IFP,,Supporters of Inkatha Freedom Party,0,,,,2,,,,,0,,"2-312, 2-313",0,,0,,,0,,,0,,,0,,,South Africa,560,4
1476,Igbo,Igbo,Igbo,Igbo,0,,,,3,,,,,0,,"2-77, 2-266, 2-368",1,547503,0,,,0,,,0,,,0,,,Nigeria,475,4
1477,Ijaw,Ijaw,Ijaw,Ijaw,0,,,,3,,,,,0,,"2-86, 2-257, 2-258, 2-268",1,547501,0,,,0,,,0,,,0,,,Nigeria,475,4
1478,"Interahamwe, ex-FAR","Interahamwe, ex-FAR","Interahamwe, ex-FAR",ex-Armed Forces of Rwanda,0,,,,1,,,,1478,1,549017,,0,,0,,,0,,,0,,,0,,,"DR Congo (Zaire), Rwanda, Burundi","490, 517, 516",4
1479,Issa,Issa,Issa,Issa,0,,,,3,,,,,0,,2-7,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1480,Itsekiri,Itsekiri,Itsekiri,Itsekiri,0,,,,3,,,,,0,,"2-86, 2-268",0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1481,Izzi ,Izzi ,Izzi ,Izzi ,0,,,,3,,,,,0,,2-89,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1482,Forces of Jama Ali Jama,Forces of Jama Ali Jama,,Forces of Jama Ali Jama,0,,,,1,,,,,0,,2-61,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1483,Janjaweed - Moro faction,Janjaweed - Moro faction,Janjaweed - Moro faction,Janjaweed - Moro faction,0,,,,1,,,,,0,,2-93,0,,0,,,1,Janjaweed ,1485,0,,,0,,,Sudan,625,4
1484,Janjaweed - Bin Kulaib faction,Janjaweed - Bin Kulaib faction,Janjaweed - Bin Kulaib faction,Janjaweed - Bin Kulaib faction,0,,,,1,,,,,0,,2-93,0,,0,,,1,Janjaweed ,1485,0,,,0,,,Sudan,625,4
1485,Janjaweed ,Janjaweed ,Janjaweed,Janjaweed,0,,,,1,,,,1485,0,,"2-92, 2-91",0,,0,,,0,,,0,,,0,,,"Chad, Sudan, Central African Republic","483, 625, 482",4
1487,Jejele subclan of Jibedi clan (Hawiye),Jejele subclan of Jibedi clan (Hawiye),,Jejele subclan of Jibedi clan (Hawiye),0,,,,3,,,,,0,,2-70,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1488,Jiddo subclan of Digil clan (Digil-Mirifle),Jiddo subclan of Digil clan (Digil-Mirifle),,Jiddo subclan of Digil clan (Digil-Mirifle),0,,,,3,,,,,0,,2-289,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1489,Jie,Jie,Jie ,Jie,0,,,,3,,,,,0,,"2-30, 2-95, 2-335, 2-338, 2-369, 2-412, 2-437",1,"550004, 550010",0,,,0,,,0,,,0,,,"Kenya, Uganda","501, 500",4
1490,JVA,JVA,,Jubba Valley Alliance,0,,,,1,,,,,0,,"2-98, 2-97",0,,0,,,0,,,0,,,0,,,Somalia,520,4
1491,Kereyou  ,Kereyou  ,Kereyou  ,Kereyou  ,0,,,,3,,,,,0,,2-6,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1492,Tama,Tama,Tama,Tama,0,,,,3,,,,,0,,2-148,0,,0,,,0,,,0,,,0,,,Chad,483,4
1493,Kibete,Kibete,Kibete,Kibete,0,,,,3,,,,,0,,2-42,0,,0,,,0,,,0,,,0,,,Chad,483,4
1495,Lendu,Lendu,Lendu,Lendu,0,,,,3,,,,,0,,"2-80, 2-12",0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1496,LPC,LPC,Liberia Peace Council,Liberia Peace Council,0,,,,1,,,,1496,0,,"2-239, 2-241",1,545002,0,,,0,,,0,,,0,,,"Liberia, Ivory Coast","450, 437",4
1497,Luway subclan of Mirifle clan (Digil-Mirifle),Luway subclan of Mirifle clan (Digil-Mirifle),,Luway subclan of Mirifle clan (Digil-Mirifle),0,,,,3,,,,,0,,2-41,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1498,Ma'aliyah,Ma'aliyah,Ma'aliyah,Ma'aliyah,0,,,,3,,,,,0,,"2-111, 2-153, 2-12410",0,,0,,,0,,,0,,,0,,,Sudan,625,4
1499,Mahadade subclan of Abgal clan (Hawiye) ,Mahadade subclan of Abgal clan (Hawiye) ,,Mahadade subclan of Abgal clan (Hawiye) ,0,,,,3,,,,,0,,2-11,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1500,Mambila,Mambila,Mambila,Mambila,0,,,,3,,,,,0,,2-67,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1501,Marehan subclan of Sede clan (Darod),Marehan subclan of Sede clan (Darod),,Marehan subclan of Sede clan (Darod),0,,,,3,,,,,0,,"2-72, 2-291, 2-114, 2-50, 2-115",0,,0,,,0,,,0,,,0,,,"Somalia, Ethiopia","520, 530",4
1502,Mayi Mayi - Chinja Chinja,Mayi Mayi - Chinja Chinja,,Mayi Mayi - Chinja Chinja,0,,,,1,,,,1502,0,,,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1503,Bena Nsimba,Bena Nsimba,Bena Nsimba,Bena Nsimba,0,,,,3,,,,,0,,2-27,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1504,Bena Kapuya,Bena Kapuya,Bena Kapuya,Bena Kapuya,0,,,,3,,,,,0,,2-27,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1505,Mayi Mayi,Mayi Mayi,,Mayi Mayi,0,,,,1,,,,1505,0,,"2-135, 2-182, 2-188, 2-189, 2-191, 2-484, 2-505",1,"549010, 549013, 549024",0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1507,MFDC - FN,MFDC - FN,Mouvement des forces démocratiques de Casamance - Front Nord,Movement of the Democratic Forces of the Casamance - Northern Front,0,,,,1,,,,1507,0,,,0,,1,MFDC,1381,0,,,0,,,0,,,Senegal,433,4
1508,MFDC Front Nord - MD,MFDC Front Nord - MD,Mouvement des Forces démocratiques de Casamance - Front Nord Magne Diémé,Movement of the Democratic Forces of the Casamance - Northern Front Magne Diémé faction,0,,,,1,,,,,0,,2-118,0,,1,MFDC - FN,1507,0,,,0,,,0,,,Senegal,433,4
1509,MFDC - S,MFDC - S,Mouvement des Forces démocratiques de Casamance - Sadio,Movement of the Democratic Forces of the Casamance - Salif Sadio faction,0,,,,1,,,,,0,,2-118,0,,1,MFDC,1381,0,,,0,,,0,,,Senegal,433,4
1510,MILOCI ,MILOCI ,Mouvement pour la Liberation de l'Ouest de la Côte d'Ivoire,Movement for the Liberation of Western Ivory Coast,0,,,,1,,,,,0,,2-59,0,,0,,,0,,,0,,,0,,,Ivory Coast,437,4
1511,RCD-N,RCD-N,Rassemblement Congolais pour la Démocratie-National,Congolese Rally for Democracy-National,0,,,,1,,,,1511,1,"549001, 549007","2-137, 2-138",1,549001,1,RCD-ML ,1271,0,,,0,,,0,,,DR Congo (Zaire),490,4
1513,Mohamed Muse subclan of Abgal clan (Hawiye),Mohamed Muse subclan of Abgal clan (Hawiye),,Mohamed Muse subclan of Abgal clan (Hawiye),0,,,,3,,,,,0,,2-120,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1514,Murle,Murle,Murle,Murle,0,,,,3,,,,,0,,"2-32, 2-105, 2-122",0,,0,,,0,,,0,,,0,,,"Sudan, South Sudan, Ethiopia","625, 626, 530",4
1515,Murule subclan of Gugundabe clan (Hawiye),Murule subclan of Gugundabe clan (Hawiye),,Murule subclan of Gugundabe clan (Hawiye),0,,,,3,,,,,0,,2-73,0,,0,,,0,,,0,,,0,,,Kenya,501,4
1516,NDV,NDV,,Niger Delta Vigilantes,0,,,,1,,,,,0,,"2-471, 2-123, 2-469
",1,547527,0,,,0,,,0,,,0,,,Nigeria,475,4
1517,Newiba,Newiba,Newiba,Newiba,0,,,,3,,,,,0,,2-83,1,562503,0,,,0,,,0,,,0,,,Sudan,625,4
1518,Mayi Mayi - Ngilima ,Mayi Mayi - Ngilima ,,Mayi Mayi - Ngilima ,0,,,,1,,,,1518,0,,,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1519,Nuer,Nuer,Nuer,Nuer,0,,,,3,,,,,0,,"2-322, 2-19, 2-122",0,,0,,,0,,,0,,,0,,,"Sudan, South Sudan, Ethiopia","625, 626, 530",4
1520,Mahariba,Mahariba,Mahariba,Mahariba,0,,,,3,,,,,0,,2-83,1,562503,0,,,0,,,0,,,0,,,Sudan,625,4
1521,Mahamid,Mahamid,Mahamid,Mahamid,0,,,,3,,,,,0,,2-83,1,562503,0,,,0,,,0,,,0,,,Sudan,625,4
1522,Ogaden clan (Darod),Ogaden clan (Darod),,Ogaden clan (Darod),0,,,,3,,,,,0,,"2-128, 2-116",0,,0,,,0,,,0,,,0,,,"Somalia, Ethiopia","520, 530",4
1523,Oromo,Oromo,Oromo,Oromo,0,,,,3,,,,,0,,"2-74, 2-193, 2-129",0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1524,PAC,PAC,,Pan-Africanist Congress,0,,,,1,,,,1524,0,,,0,,1,ANC,1364,0,,,0,,,0,,,South Africa,560,4
1525,Pan,Pan,Pan,Pan,0,,,,3,,,,,0,,2-71,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1526,PDF,PDF,Difaa al-Sha'abi,Popular Defence Force,0,,,,1,,,,,0,,2-131,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1527,Supporters of PDP,Supporters of PDP,,Supporters of People's Democratic Party,0,,,,2,,,,,0,,"2-4, 2-15, 2-375, 2-5",0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1528,Pian Karimojong,Pian Karimojong,Pian Karimojong,Pian Karimojong,0,,,,3,,,,,0,,"2-31, 2-132",0,,0,,,0,,,0,,,0,,,Uganda,500,4
1529,Pokot,Pokot,Pokot,Pokot,0,,,,3,,,,,0,,"2-341, 2-151, 2-132, 2-230, 2-228, 2-342, 2-133, 2-405, 2-233",1,550102,0,,,0,,,0,,,0,,,"Uganda, Kenya","500, 501",4
1530,Puntland state of Somalia,Puntland state of Somalia,,Puntland state of Somalia,0,,,,1,,,,,0,,"2-134, 2-425",0,,0,,,0,,,0,,,0,,,Somalia,520,4
1531,Rastas,Rastas,Rastas,Rastas,0,,,,1,,,,1531,0,,,0,,1,FDLR,1380,0,,,0,,,0,,,DR Congo (Zaire),490,4
1532,FRF,FRF,Forces républicaines et federalists,Federalist Republican Forces,0,,,,1,,,,,0,,2-136,0,,0,,,0,,,0,,,0,,,DR Congo (Zaire),490,4
1534,RCD - LN,RCD - LN,Rassemblement Congolais pour la Démocratie - Laurent Nkunda faction,Congolese Rally for Democracy - Laurent Nkunda faction,0,,,,1,,,,1534,0,,,0,,1,RCD,1270,0,,,0,,,0,,,DR Congo (Zaire),490,4
1535,Republic of Somaliland,Republic of Somaliland,Jamhuuriyadda Soomaaliland,Republic of Somaliland,0,,,,1,,,,,0,,"2-288, 2-294, 2-134, 2-496",0,,0,,,0,,,0,,,0,,,"Somalia, Djibouti","520, 522",4
1536,Rizeigat Abbala,Rizeigat Abbala,Rizeigat Abbala,Rizeigat Abbala,0,,,,3,,,,,0,,"2-325, 2-324, 2-119, 2-139, 2-12384",0,,0,,,0,,,0,,,0,,,"Sudan, Chad","625, 483",4
1537,RRA - MH,RRA - MH,,Rahanweyn Resistance Army - Madobe and Habsade faction,0,,,,1,,,,,0,,2-140,0,,1,RRA,1538,0,,,0,,,0,,,Somalia,520,4
1538,RRA,RRA,,Rahanweyn Resistance Army,0,,,,1,,,,1538,0,,"2-140, 2-303",0,,0,,,0,,,1,SRRC,1354,0,,,Somalia,520,4
1539,RTC,RTC,Résistance Tchadienne Clandestine,Clandestine Chadian Resistance,0,,,,1,,,,1539,0,,,0,,0,,,0,,,0,,,0,,,Chad,483,4
1540,Sa'ad subclan of Habar Gidir clan (Hawiye),Sa'ad subclan of Habar Gidir clan (Hawiye),,Sa'ad subclan of Habar Gidir clan (Hawiye),0,,,,3,,,,,0,,"2-51, 2-141, 2-284, 2-147",0,,0,,,0,,,0,,,0,,,Somalia,520,4
1541,Sabiny,Sabiny,Sabiny,Sabiny,0,,,,3,,,,,0,,2-133,0,,0,,,0,,,0,,,0,,,Uganda,500,4
1542,Sheikhal clan (Dir),Sheikhal clan (Dir),,Sheikhal clan (Dir),0,,,,3,,,,,0,,2-128,0,,0,,,0,,,0,,,0,,,"Somalia, Ethiopia","520, 530",4
1543,Rer Ahmad subclan (Hawiye),Rer Ahmad subclan (Hawiye),,Rer Ahmad subclan (Hawiye),0,,,,3,,,,,0,,2-144,0,,0,,,0,,,0,,,0,,,"Kenya, Somalia","501, 520",4
1544,Hawarsame Rer Hasan and Habar Ya'qub subclan of Marehan clan (Darod),Hawarsame Rer Hasan and Habar Ya'qub subclan of Marehan clan (Darod),,Hawarsame Rer Hasan and Habar Ya'qub subclan of Marehan clan (Darod),0,,,,3,,,,,0,,2-144,0,,0,,,0,,,0,,,0,,,"Kenya, Somalia","501, 520",4
1545,Somali (Ethiopia),Somali (Ethiopia),Somali (Ethiopia),Somali (Ethiopia),0,,,,3,,,,,0,,2-129,0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1546,SSDF,SPLM/A – N,,Sudan People's Liberation Movement/Army - Nasir faction,1,"SPLM/A-united, SSIM, SSDF",,"Sudan People's Liberation Movement/Army - united, Southern Sudan Independence Movement, Southern Sudan Defence Force",1,,,,1546,0,,"2-329, 2-131, 2-333",0,,1,SPLM/A,1312,0,,,0,,,0,,,Sudan,625,4
1548,Suleiman subclan of Habar Gidir clan (Hawiye),Suleiman subclan of Habar Gidir clan (Hawiye),,Suleiman subclan of Habar Gidir clan (Hawiye),0,,,,3,,,,,0,,"2-423, 2-55, 2-141",0,,0,,,0,,,0,,,0,,,Somalia,520,4
1549,Suri,Suri,Suri,Suri,0,,,,3,,,,,0,,"2-52, 2-401",0,,0,,,0,,,0,,,0,,,Ethiopia,530,4
1550,Tarok,Tarok,Tarok,Tarok,0,,,,3,,,,,0,,"2-78, 2-360",0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1551,Terjam,Terjam,Terjam,Terjam,0,,,,3,,,,,0,,2-139,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1552,Falata,Falata,Falata,Falata,0,,,,3,,,,,0,,2-75,0,,0,,,0,,,0,,,0,,,Sudan,625,4
1553,Toposa,Toposa,Toposa,Toposa,0,,,,3,,,,,0,,"2-46, 2-127, 2-150, 2-339, 2-362, 2-409",1,"553002, 550005",0,,,0,,,0,,,0,,,"Sudan, Kenya, South Sudan, Uganda","625, 501, 626, 500",4
1554,Turkana,Turkana,Turkana,Turkana,0,,,,3,,,,,0,,"2-117, 2-406, 2-150, 2-54, 2-151, 2-233, 2-95, 2-394, 2-127, 2-452, 2-337, 2-339, 2-412",1,"550004, 550005, 550009",0,,,0,,,0,,,0,,,"Kenya, Ethiopia, Sudan, Uganda, South Sudan","501, 530, 625, 500, 626",4
1555,Ukele,Ukele,Ukele,Ukele,0,,,,3,,,,,0,,2-89,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1556,ULIMO - J,ULIMO - J,,United Liberation Movement for Democracy in Liberia - Roosevelt Johnson faction,0,,,,1,,,,1556,0,,"2-241, 2-242",1,545002,1,ULIMO,1558,0,,,0,,,0,,,"Liberia, Sierra Leone","450, 451",4
1557,ULIMO - K,ULIMO - K,,United Liberation Movement for Democracy in Liberia - Alhaji Kromah faction,0,,,,1,,,,1557,0,,"2-241, 2-242",1,545001,1,ULIMO,1558,0,,,0,,,0,,,"Liberia, Sierra Leone, Guinea","450, 451, 438",4
1558,ULIMO,ULIMO,,United Liberation Movement for Democracy in Liberia,0,,,,1,,,,1558,0,,"2-466, 2-240",0,,0,,,0,,,0,,,0,,,"Sierra Leone, Liberia","451, 450",4
1559,USC/SSA - OMF,USC/SSA - OMF,,"United Somalia Congress/Somali Salvation Alliance - Omar Mohamed Mohamud ""Finish"" faction",0,,,,1,,,,,0,,2-152,0,,1,USC/SSA,1352,0,,,1,ARPCT,1438,0,,,Somalia,520,4
1560,Warsangeli subclan of Abgal clan (Hawiye),Warsangeli subclan of Abgal clan (Hawiye),,Warsangeli subclan of Abgal clan (Hawiye),0,,,,3,,,,,0,,"2-9, 2-43, 2-120",0,,0,,,0,,,0,,,0,,,Somalia,520,4
1561,Yantar subclan of Mirifle clan (Digil-Mirifle),Yantar subclan of Mirifle clan (Digil-Mirifle),,Yantar subclan of Mirifle clan (Digil-Mirifle),0,,,,3,,,,,0,,2-85,0,,0,,,0,,,0,,,0,,,Somalia,520,4
1562,Yoruba,Yoruba,Yoruba,Yoruba,0,,,,3,,,,,0,,"2-79, 2-368",1,547503,0,,,0,,,0,,,0,,,Nigeria,475,4
1563,Yugur,Yugur,Yugur,Yugur,0,,,,3,,,,,0,,2-66,0,,0,,,0,,,0,,,0,,,Nigeria,475,4
1564,Rizeigat Baggara,Rizeigat Baggara,Rizeigat Baggara,Rizeigat Baggara,0,,,,3,,,,,0,,"2-111, 2-76",0,,0,,,0,,,0,,,0,,,Sudan,625,4
1565,SLDF,SLDF,Sabaot Land Defence Force,Sabaot Land Defence Force,0,,,,1,,,,1565,0,,2-121,0,,0,,,0,,,0,,,0,,,Kenya,501,4
1566,Zaghawa,Zaghawa,Zaghawa,Zaghawa,0,,,,3,,,,,0,,"2-325, 2-321, 2-153, 2-148",0,,0,,,0,,,0,,,0,,,"Sudan, Chad","625, 483",4
1567,Lou Nuer,Lou Nuer,Lou Nuer ,Lou Nuer ,0,,,,3,,,,,0,,"2-105, 2-106, 2-323",0,,0,,,0,,,0,,,0,,,"Sudan, South Sudan, Ethiopia","625, 626, 530",4
